Percentage served,Time in ms
0,17.583
1,32.795
2,41.788
3,52.546
4,63.416
5,67.526
6,71.954
7,76.586
8,79.975
9,83.203
10,85.431
11,87.050
12,88.851
13,91.063
14,93.475
15,95.555
16,98.075
17,100.601
18,103.164
19,105.353
20,107.004
21,108.717
22,110.196
23,111.612
24,112.850
25,114.002
26,115.254
27,116.419
28,117.615
29,118.803
30,120.104
31,121.500
32,122.701
33,123.669
34,124.570
35,125.441
36,126.398
37,127.301
38,128.357
39,129.545
40,130.625
41,131.623
42,132.662
43,133.522
44,134.418
45,135.326
46,136.145
47,136.858
48,137.524
49,138.271
50,139.016
51,139.796
52,140.593
53,141.478
54,142.397
55,143.307
56,144.225
57,145.234
58,146.228
59,147.163
60,148.212
61,149.095
62,150.062
63,151.021
64,151.918
65,152.896
66,154.028
67,155.292
68,156.582
69,157.900
70,159.430
71,161.042
72,162.737
73,164.783
74,166.588
75,168.411
76,170.068
77,171.500
78,173.056
79,174.412
80,176.144
81,178.321
82,180.455
83,182.964
84,185.819
85,189.083
86,192.841
87,196.973
88,201.353
89,206.862
90,212.821
91,218.803
92,227.768
93,248.889
94,414.014
95,497.787
96,594.697
97,1156.574
98,1192.536
99,1249.545
100,5513.223
