Percentage served,Time in ms
0,3.244
1,30.502
2,36.264
3,38.742
4,39.764
5,41.676
6,43.135
7,44.548
8,46.495
9,49.476
10,52.858
11,55.188
12,56.815
13,58.162
14,59.601
15,61.508
16,62.980
17,64.065
18,65.103
19,66.378
20,67.611
21,68.614
22,69.611
23,70.540
24,71.571
25,72.775
26,73.743
27,74.723
28,75.555
29,76.250
30,76.842
31,77.379
32,77.920
33,78.467
34,79.060
35,79.733
36,80.435
37,81.023
38,81.566
39,82.119
40,82.717
41,83.318
42,83.932
43,84.638
44,85.353
45,86.077
46,86.788
47,87.574
48,88.433
49,89.356
50,90.263
51,91.159
52,92.040
53,92.903
54,93.838
55,94.679
56,95.635
57,96.628
58,97.483
59,98.420
60,99.383
61,100.280
62,101.056
63,101.764
64,102.816
65,103.967
66,105.395
67,107.007
68,108.360
69,109.605
70,110.801
71,111.768
72,112.963
73,114.493
74,115.791
75,116.869
76,118.327
77,120.637
78,123.963
79,126.634
80,129.244
81,131.317
82,133.120
83,134.625
84,136.488
85,138.409
86,140.347
87,141.858
88,143.320
89,145.917
90,147.708
91,149.887
92,151.702
93,153.252
94,154.957
95,156.347
96,158.075
97,163.469
98,173.112
99,183.417
100,4469.739
