KiB used, 470960 buff/cache
709 0.0 0.4 0:06.39
709 5.6 0.4 0:06.42
709 5.6 0.4 0:06.44
709 5.0 0.4 0:06.47
709 5.6 0.4 0:06.49
709 0.0 0.4 0:06.52
709 0.0 0.4 0:06.55
709 0.0 0.4 0:06.58
709 0.0 0.4 0:06.60
709 0.0 0.4 0:06.63
709 0.0 0.4 0:06.65
709 5.3 0.4 0:06.68
709 5.6 0.4 0:06.70
709 5.0 0.4 0:06.73
709 0.0 0.4 0:06.75
709 0.0 0.4 0:06.78
709 5.6 0.4 0:06.81
709 0.0 0.4 0:06.83
709 0.0 0.4 0:06.86
709 0.0 0.4 0:06.88
709 0.0 0.4 0:06.91
709 0.0 0.4 0:06.94
709 0.0 0.4 0:06.96
709 0.0 0.4 0:06.98
709 0.0 0.4 0:07.01
KiB used, 471500 buff/cache
709 5.6 0.4 0:07.07
709 5.3 0.4 0:07.10
709 0.0 0.4 0:07.12
709 0.0 0.4 0:07.15
709 5.6 0.4 0:07.19
709 0.0 0.4 0:07.21
709 5.3 0.4 0:07.24
709 5.6 0.4 0:07.27
709 4.8 0.4 0:07.29
709 0.0 0.4 0:07.32
709 0.0 0.4 0:07.34
709 5.3 0.4 0:07.37
709 0.0 0.4 0:07.39
709 0.0 0.4 0:07.42
709 0.0 0.4 0:07.44
709 0.0 0.4 0:07.47
709 0.0 0.4 0:07.50
709 5.6 0.4 0:07.53
709 0.0 0.4 0:07.56
709 5.6 0.4 0:07.59
709 5.0 0.4 0:07.62
709 5.6 0.4 0:07.64
709 5.6 0.4 0:07.66
709 4.8 0.4 0:07.69
709 5.0 0.4 0:07.72
709 0.0 0.4 0:07.74
709 0.0 0.4 0:07.77
709 5.3 0.4 0:07.80
709 5.3 0.4 0:07.83
709 5.3 0.4 0:07.86
709 0.0 0.4 0:07.88
709 0.0 0.4 0:07.91
709 0.0 0.4 0:07.93
709 5.6 0.4 0:07.96
709 0.0 0.4 0:07.98
709 5.6 0.4 0:08.01
709 5.3 0.4 0:08.04
KiB used, 472220 buff/cache
709 5.6 0.4 0:08.10
709 0.0 0.4 0:08.12
709 0.0 0.4 0:08.14
709 5.3 0.4 0:08.17
709 0.0 0.4 0:08.19
709 5.3 0.4 0:08.22
709 0.0 0.4 0:08.24
709 5.6 0.4 0:08.27
709 5.3 0.4 0:08.30
709 0.0 0.4 0:08.32
709 5.6 0.4 0:08.35
709 5.0 0.4 0:08.38
709 5.6 0.4 0:08.41
709 0.0 0.4 0:08.43
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
709 0.0 0.4 0:08.45
