720 35.0 0.3 0:22.10
720 36.8 0.3 0:22.37
720 18.2 0.3 0:22.66
720 20.0 0.3 0:22.89
720 38.9 0.3 0:23.24
KiB used, 282720 buff/cache
720 25.0 0.3 0:23.92
KiB used, 283264 buff/cache
566 0.0 0.8 0:00.46
566 0.0 0.8 0:00.46
566 0.0 0.8 0:00.46
566 0.0 0.8 0:00.46
566 0.0 0.8 0:00.46
566 0.0 0.8 0:00.46
566 0.0 0.8 0:00.46
566 0.0 0.8 0:00.46
7208 11.1 0.2 0:00.04
566 0.0 0.8 0:00.46
566 0.0 0.8 0:00.46
566 0.0 0.8 0:00.46
