Percentage served,Time in ms
0,1.201
1,1.406
2,1.434
3,1.455
4,1.471
5,1.485
6,1.498
7,1.509
8,1.519
9,1.528
10,1.538
11,1.548
12,1.558
13,1.568
14,1.578
15,1.589
16,1.600
17,1.613
18,1.627
19,1.642
20,1.660
21,1.680
22,1.703
23,1.729
24,1.763
25,1.804
26,1.859
27,1.937
28,2.046
29,2.233
30,2.635
31,3.202
32,4.043
33,4.897
34,6.023
35,7.385
36,8.846
37,10.545
38,12.110
39,13.962
40,16.632
41,19.403
42,21.745
43,24.524
44,27.627
45,31.095
46,33.737
47,37.507
48,41.664
49,46.073
50,50.597
51,54.921
52,59.571
53,63.671
54,67.549
55,71.584
56,75.980
57,80.435
58,84.219
59,88.440
60,93.009
61,97.496
62,104.092
63,109.994
64,116.794
65,123.099
66,130.799
67,137.707
68,145.864
69,152.933
70,157.974
71,163.283
72,167.951
73,173.159
74,177.852
75,179.819
76,180.859
77,181.683
78,182.426
79,183.144
80,183.923
81,184.842
82,185.873
83,186.896
84,188.102
85,189.339
86,190.820
87,192.509
88,194.439
89,196.872
90,201.366
91,208.014
92,212.581
93,218.945
94,390.507
95,1026.635
96,1083.409
97,1205.602
98,1626.077
99,3041.788
100,14536.748
