Percentage served,Time in ms
0,0.991
1,2.314
2,3.062
3,4.076
4,5.226
5,6.331
6,7.338
7,8.491
8,9.891
9,11.081
10,12.157
11,13.144
12,14.131
13,15.123
14,15.966
15,16.820
16,17.597
17,18.310
18,18.999
19,19.703
20,20.395
21,21.099
22,21.814
23,22.481
24,23.081
25,23.665
26,24.287
27,25.079
28,25.892
29,26.773
30,27.762
31,28.702
32,29.666
33,30.584
34,31.658
35,32.764
36,33.964
37,35.277
38,36.578
39,37.996
40,39.353
41,40.700
42,41.994
43,43.278
44,44.694
45,46.139
46,47.575
47,49.137
48,50.823
49,52.262
50,53.328
51,54.474
52,55.802
53,57.256
54,58.875
55,60.331
56,61.805
57,63.261
58,64.640
59,65.909
60,67.004
61,68.089
62,69.250
63,70.460
64,71.838
65,73.250
66,74.665
67,76.169
68,77.770
69,79.471
70,81.224
71,83.087
72,84.855
73,86.693
74,88.657
75,91.231
76,94.369
77,97.660
78,101.088
79,104.643
80,108.028
81,112.136
82,115.208
83,118.814
84,122.944
85,127.112
86,133.451
87,137.739
88,143.129
89,149.712
90,161.602
91,182.808
92,214.789
93,257.647
94,318.820
95,463.763
96,760.227
97,1075.825
98,1127.025
99,1210.859
100,7995.563
