Percentage served,Time in ms
0,17.901
1,20.992
2,21.591
3,21.898
4,22.100
5,22.246
6,22.361
7,22.455
8,22.539
9,22.614
10,22.682
11,22.747
12,22.802
13,22.856
14,22.906
15,22.957
16,23.005
17,23.053
18,23.099
19,23.142
20,23.185
21,23.227
22,23.266
23,23.308
24,23.347
25,23.386
26,23.424
27,23.462
28,23.500
29,23.535
30,23.572
31,23.609
32,23.644
33,23.681
34,23.718
35,23.754
36,23.792
37,23.827
38,23.863
39,23.901
40,23.938
41,23.978
42,24.018
43,24.059
44,24.100
45,24.140
46,24.184
47,24.226
48,24.270
49,24.315
50,24.361
51,24.408
52,24.463
53,24.519
54,24.575
55,24.633
56,24.692
57,24.757
58,24.827
59,24.905
60,24.986
61,25.070
62,25.169
63,25.270
64,25.383
65,25.518
66,25.659
67,25.830
68,26.030
69,26.261
70,26.526
71,26.841
72,27.212
73,27.628
74,28.078
75,28.597
76,29.207
77,29.926
78,30.740
79,31.652
80,32.662
81,33.830
82,35.156
83,36.901
84,39.150
85,42.258
86,46.378
87,52.210
88,62.875
89,227.783
90,236.512
91,239.469
92,243.577
93,251.057
94,307.439
95,470.901
96,1026.851
97,1042.331
98,1061.356
99,1554.279
100,7983.178
