Percentage served,Time in ms
0,1.186
1,1.418
2,1.490
3,1.546
4,1.598
5,1.654
6,1.715
7,1.790
8,1.879
9,1.984
10,2.128
11,2.343
12,2.680
13,3.204
14,3.946
15,4.798
16,5.765
17,6.948
18,8.305
19,9.823
20,11.306
21,13.195
22,15.469
23,17.514
24,19.583
25,21.880
26,24.673
27,28.101
28,31.764
29,35.278
30,38.186
31,41.206
32,44.329
33,48.105
34,51.556
35,54.763
36,57.792
37,60.758
38,62.952
39,65.356
40,67.809
41,70.328
42,72.835
43,75.030
44,77.596
45,80.428
46,82.949
47,85.599
48,88.127
49,90.826
50,93.514
51,96.214
52,98.808
53,101.652
54,104.614
55,107.370
56,109.673
57,111.723
58,113.760
59,115.652
60,117.792
61,120.210
62,123.401
63,126.791
64,129.711
65,132.384
66,135.262
67,138.011
68,141.849
69,146.207
70,151.139
71,156.165
72,161.420
73,167.006
74,173.676
75,182.093
76,190.652
77,198.370
78,206.612
79,209.684
80,211.979
81,214.480
82,217.834
83,221.127
84,224.761
85,229.420
86,235.512
87,241.955
88,247.607
89,258.114
90,276.853
91,334.518
92,998.994
93,1059.160
94,1095.980
95,1120.377
96,1150.437
97,1323.384
98,2074.632
99,3106.797
100,8386.215
