Percentage served,Time in ms
0,2.381
1,3.476
2,3.984
3,4.631
4,6.815
5,11.603
6,18.178
7,27.666
8,34.896
9,43.018
10,50.705
11,55.425
12,59.161
13,62.381
14,66.476
15,70.369
16,73.915
17,79.404
18,85.129
19,90.651
20,97.323
21,103.297
22,106.632
23,109.754
24,112.698
25,115.648
26,118.035
27,120.079
28,122.233
29,124.344
30,126.343
31,128.731
32,130.703
33,132.717
34,134.941
35,136.835
36,139.046
37,140.909
38,143.183
39,145.653
40,148.440
41,150.672
42,152.651
43,154.332
44,155.842
45,156.985
46,158.200
47,159.552
48,160.822
49,162.411
50,163.902
51,165.263
52,166.466
53,168.025
54,169.874
55,171.895
56,174.466
57,176.874
58,179.617
59,182.456
60,185.258
61,188.982
62,192.223
63,194.764
64,197.356
65,200.377
66,202.912
67,205.433
68,208.285
69,211.416
70,214.186
71,216.713
72,219.230
73,221.205
74,222.734
75,224.452
76,226.842
77,229.949
78,232.411
79,234.634
80,236.834
81,238.932
82,240.954
83,242.325
84,244.354
85,246.857
86,248.958
87,251.256
88,253.059
89,254.658
90,256.556
91,259.398
92,263.058
93,266.401
94,270.056
95,275.356
96,283.464
97,298.248
98,313.351
99,1207.608
100,4159.080
