Percentage served,Time in ms
0,77.955
1,165.993
2,180.418
3,187.287
4,191.247
5,195.270
6,200.433
7,205.136
8,208.709
9,212.325
10,215.289
11,217.746
12,220.461
13,223.374
14,226.291
15,229.499
16,232.220
17,235.082
18,238.205
19,241.382
20,244.657
21,247.593
22,250.528
23,252.946
24,255.408
25,257.746
26,259.810
27,262.004
28,264.069
29,266.231
30,268.358
31,270.263
32,272.307
33,274.228
34,275.997
35,277.606
36,279.229
37,280.800
38,282.543
39,283.985
40,285.457
41,286.929
42,288.185
43,289.455
44,290.678
45,292.060
46,293.596
47,295.102
48,296.921
49,299.082
50,300.921
51,302.560
52,304.285
53,306.276
54,308.133
55,309.929
56,312.053
57,314.188
58,316.493
59,318.549
60,320.719
61,323.024
62,325.285
63,327.512
64,329.858
65,332.432
66,334.593
67,336.972
68,339.399
69,341.627
70,343.620
71,345.520
72,347.215
73,348.874
74,350.671
75,352.755
76,354.850
77,356.952
78,359.284
79,361.431
80,363.387
81,365.405
82,367.253
83,369.215
84,371.133
85,373.017
86,375.021
87,377.071
88,379.070
89,381.417
90,383.562
91,385.710
92,387.879
93,389.991
94,392.477
95,395.084
96,398.544
97,402.802
98,409.732
99,420.598
100,1734.864
