Percentage served,Time in ms
0,1.227
1,5.110
2,16.683
3,25.860
4,30.178
5,33.059
6,35.444
7,37.622
8,39.730
9,41.999
10,43.936
11,45.925
12,47.654
13,49.247
14,50.875
15,52.424
16,54.024
17,55.573
18,57.044
19,58.547
20,59.794
21,61.063
22,62.433
23,63.881
24,65.359
25,66.905
26,68.465
27,70.054
28,71.687
29,73.168
30,74.750
31,76.258
32,77.713
33,79.116
34,80.601
35,82.045
36,83.355
37,84.875
38,86.368
39,87.879
40,89.440
41,91.065
42,92.714
43,94.374
44,95.995
45,97.632
46,99.204
47,100.642
48,102.281
49,103.693
50,104.999
51,106.478
52,108.050
53,109.661
54,111.251
55,112.827
56,114.600
57,116.413
58,118.089
59,119.511
60,120.909
61,122.479
62,124.044
63,125.639
64,127.135
65,128.779
66,130.482
67,132.260
68,134.399
69,136.931
70,139.627
71,142.708
72,145.621
73,148.419
74,151.638
75,154.885
76,158.420
77,161.516
78,165.202
79,169.407
80,173.273
81,177.351
82,182.064
83,186.394
84,190.200
85,194.934
86,201.644
87,210.210
88,221.253
89,235.510
90,249.283
91,257.843
92,264.691
93,274.267
94,282.839
95,293.264
96,310.795
97,335.916
98,1035.054
99,1122.771
100,1806.930
