Percentage served,Time in ms
0,0.390
1,0.672
2,0.782
3,0.890
4,1.006
5,1.155
6,1.316
7,1.521
8,1.754
9,2.034
10,2.322
11,2.649
12,2.884
13,3.138
14,3.423
15,3.727
16,4.199
17,4.588
18,5.021
19,5.382
20,5.632
21,5.875
22,6.149
23,6.418
24,6.633
25,6.821
26,7.020
27,7.197
28,7.377
29,7.562
30,7.712
31,7.876
32,8.063
33,8.259
34,8.475
35,8.700
36,8.881
37,9.030
38,9.160
39,9.276
40,9.368
41,9.457
42,9.538
43,9.611
44,9.674
45,9.730
46,9.782
47,9.830
48,9.874
49,9.918
50,9.958
51,9.996
52,10.036
53,10.077
54,10.117
55,10.158
56,10.202
57,10.245
58,10.290
59,10.336
60,10.388
61,10.437
62,10.493
63,10.556
64,10.621
65,10.693
66,10.773
67,10.857
68,10.948
69,11.051
70,11.158
71,11.268
72,11.390
73,11.527
74,11.680
75,11.842
76,12.038
77,12.226
78,12.415
79,12.624
80,12.872
81,13.181
82,13.592
83,14.153
84,14.880
85,15.814
86,17.365
87,18.886
88,20.566
89,23.499
90,27.537
91,38.439
92,69.406
93,216.272
94,219.504
95,223.838
96,1004.699
97,1020.733
98,1028.884
99,1039.680
100,5017.112
