Percentage served,Time in ms
0,1.324
1,1.559
2,1.596
3,1.621
4,1.640
5,1.655
6,1.667
7,1.679
8,1.691
9,1.704
10,1.715
11,1.728
12,1.741
13,1.756
14,1.772
15,1.789
16,1.809
17,1.831
18,1.856
19,1.886
20,1.923
21,1.969
22,2.029
23,2.109
24,2.229
25,2.438
26,2.766
27,3.233
28,3.888
29,4.552
30,5.499
31,6.537
32,7.602
33,8.973
34,10.474
35,12.072
36,13.862
37,15.788
38,17.805
39,19.560
40,21.313
41,23.355
42,25.544
43,27.821
44,29.849
45,32.195
46,34.509
47,37.256
48,40.385
49,43.342
50,45.966
51,48.960
52,51.933
53,55.302
54,58.431
55,61.321
56,65.198
57,68.931
58,72.434
59,76.234
60,80.360
61,85.116
62,89.372
63,93.853
64,98.184
65,103.292
66,109.245
67,116.097
68,123.672
69,134.171
70,141.544
71,152.188
72,161.133
73,170.189
74,177.454
75,184.547
76,186.634
77,188.029
78,188.887
79,189.597
80,190.523
81,191.396
82,192.377
83,193.327
84,194.239
85,195.298
86,196.625
87,197.914
88,199.367
89,201.240
90,204.293
91,209.724
92,216.900
93,221.107
94,231.134
95,1016.186
96,1050.236
97,1194.383
98,1874.993
99,3077.826
100,14494.513
