Percentage served,Time in ms
0,1.259
1,1.603
2,1.643
3,1.670
4,1.693
5,1.714
6,1.734
7,1.753
8,1.773
9,1.795
10,1.818
11,1.845
12,1.878
13,1.913
14,1.958
15,2.017
16,2.091
17,2.192
18,2.352
19,2.576
20,2.876
21,3.398
22,4.070
23,4.756
24,5.652
25,6.462
26,7.474
27,8.825
28,10.661
29,13.047
30,15.587
31,18.011
32,20.396
33,22.676
34,25.411
35,28.512
36,31.376
37,33.699
38,36.697
39,39.840
40,42.974
41,46.091
42,50.587
43,55.277
44,60.341
45,64.518
46,68.649
47,73.001
48,76.364
49,79.906
50,83.349
51,86.791
52,90.243
53,94.390
54,98.204
55,101.153
56,103.718
57,106.011
58,108.777
59,110.753
60,113.652
61,117.218
62,120.397
63,124.536
64,129.839
65,134.538
66,139.528
67,145.852
68,154.715
69,161.119
70,167.008
71,174.198
72,181.280
73,187.886
74,189.646
75,190.889
76,192.013
77,192.968
78,194.112
79,195.281
80,196.482
81,197.667
82,198.774
83,200.370
84,202.570
85,206.752
86,215.789
87,222.070
88,233.344
89,251.905
90,260.742
91,272.735
92,291.589
93,728.852
94,1076.798
95,1129.180
96,1208.591
97,1364.650
98,2699.318
99,3130.754
100,7873.184
