Percentage served,Time in ms
0,0.869
1,1.495
2,1.666
3,1.801
4,1.931
5,2.055
6,2.191
7,2.332
8,2.484
9,2.641
10,2.811
11,2.999
12,3.213
13,3.457
14,3.740
15,4.047
16,4.381
17,4.750
18,5.123
19,5.535
20,5.947
21,6.425
22,6.967
23,7.530
24,8.100
25,8.722
26,9.322
27,9.918
28,10.573
29,11.196
30,11.762
31,12.354
32,12.987
33,13.625
34,14.310
35,15.010
36,15.733
37,16.484
38,17.314
39,18.146
40,19.072
41,20.049
42,21.179
43,22.353
44,23.495
45,24.803
46,26.143
47,27.400
48,28.701
49,30.068
50,31.507
51,33.021
52,34.526
53,36.110
54,37.400
55,38.633
56,40.050
57,41.498
58,42.766
59,43.956
60,45.086
61,46.133
62,47.116
63,47.993
64,48.883
65,49.774
66,50.631
67,51.528
68,52.326
69,53.160
70,54.053
71,54.951
72,55.883
73,56.840
74,57.804
75,58.709
76,59.668
77,60.722
78,61.779
79,63.047
80,64.327
81,65.696
82,67.343
83,69.244
84,71.758
85,74.451
86,77.162
87,79.857
88,83.367
89,87.761
90,93.287
91,104.115
92,133.121
93,262.477
94,293.297
95,538.081
96,1046.584
97,1075.813
98,1101.168
99,1735.527
100,8470.797
