KiB 1527040 avail Mem
704 10.5 0.4 0:16.97
704 5.0 0.4 0:17.02
704 5.0 0.4 0:17.08
704 10.0 0.4 0:17.13
704 10.5 0.4 0:17.20
704 5.6 0.4 0:17.24
704 5.3 0.4 0:17.30
704 5.3 0.4 0:17.35
704 5.6 0.4 0:17.41
704 5.6 0.4 0:17.46
704 5.6 0.4 0:17.51
704 5.6 0.4 0:17.56
704 5.3 0.4 0:17.62
KiB 1527048 avail Mem
704 5.3 0.4 0:17.73
704 10.0 0.4 0:17.79
704 5.3 0.4 0:17.83
704 0.0 0.4 0:17.88
704 5.6 0.4 0:17.93
704 5.3 0.4 0:17.99
704 5.3 0.4 0:18.04
704 5.6 0.4 0:18.09
704 5.3 0.4 0:18.13
704 5.3 0.4 0:18.19
704 5.3 0.4 0:18.24
704 5.0 0.4 0:18.30
704 5.3 0.4 0:18.35
704 5.3 0.4 0:18.40
704 5.6 0.4 0:18.44
704 5.6 0.4 0:18.49
704 5.6 0.4 0:18.54
704 5.3 0.4 0:18.60
704 5.6 0.4 0:18.64
704 0.0 0.4 0:18.69
704 5.3 0.4 0:18.75
704 5.3 0.4 0:18.80
704 0.0 0.4 0:18.84
704 5.3 0.4 0:18.89
704 5.3 0.4 0:18.94
704 5.3 0.4 0:18.99
704 5.3 0.4 0:19.05
704 5.3 0.4 0:19.09
704 5.0 0.4 0:19.14
704 0.0 0.4 0:19.18
704 0.0 0.4 0:19.23
704 11.1 0.4 0:19.30
704 5.3 0.4 0:19.35
704 0.0 0.4 0:19.39
704 5.0 0.4 0:19.45
704 5.6 0.4 0:19.50
704 5.6 0.4 0:19.55
704 0.0 0.4 0:19.59
704 5.6 0.4 0:19.65
704 5.6 0.4 0:19.70
704 5.3 0.4 0:19.76
KiB used, 474764 buff/cache
704 5.3 0.4 0:19.86
704 5.6 0.4 0:19.92
704 5.3 0.4 0:19.98
704 5.3 0.4 0:20.04
704 10.5 0.4 0:20.10
704 10.5 0.4 0:20.16
704 10.5 0.4 0:20.21
704 5.3 0.4 0:20.26
704 5.3 0.4 0:20.31
704 5.3 0.4 0:20.35
704 5.3 0.4 0:20.40
704 0.0 0.4 0:20.44
704 0.0 0.4 0:20.49
704 5.6 0.4 0:20.54
704 5.6 0.4 0:20.59
704 5.0 0.4 0:20.65
704 5.3 0.4 0:20.70
704 4.8 0.4 0:20.75
704 5.6 0.4 0:20.80
704 0.0 0.4 0:20.85
704 0.0 0.4 0:20.88
704 0.0 0.4 0:20.88
704 0.0 0.4 0:20.88
704 0.0 0.4 0:20.88
