712 38.9 0.3 0:18.93
712 30.0 0.3 0:19.35
KiB used, 346712 buff/cache
712 31.6 0.3 0:20.08
712 30.0 0.3 0:20.40
712 26.3 0.3 0:20.75
712 33.3 0.3 0:21.11
712 36.8 0.3 0:21.51
KiB 1535712 avail Mem
712 0.0 0.3 0:21.66
712 0.0 0.3 0:21.66
712 0.0 0.3 0:21.66
712 0.0 0.3 0:21.66
712 0.0 0.3 0:21.66
712 0.0 0.3 0:21.66
712 0.0 0.3 0:21.66
712 0.0 0.3 0:21.66
712 0.0 0.3 0:21.66
KiB used, 349052 buff/cache
