KiB used, 272496 buff/cache
724 5.0 0.4 0:23.11
724 5.6 0.4 0:23.16
724 10.5 0.4 0:23.21
724 9.5 0.4 0:23.25
724 5.6 0.4 0:23.27
724 5.6 0.4 0:23.30
724 5.6 0.4 0:23.34
724 5.6 0.4 0:23.38
724 5.3 0.4 0:23.42
724 5.0 0.4 0:23.46
724 0.0 0.4 0:23.49
KiB used, 272724 buff/cache
724 5.6 0.4 0:23.58
724 0.0 0.4 0:23.62
724 5.6 0.4 0:23.66
724 4.8 0.4 0:23.70
724 0.0 0.4 0:23.73
724 5.3 0.4 0:23.77
724 5.6 0.4 0:23.81
724 5.6 0.4 0:23.85
724 5.6 0.4 0:23.89
724 0.0 0.4 0:23.93
724 5.6 0.4 0:23.97
724 0.0 0.4 0:24.00
724 0.0 0.4 0:24.04
724 0.0 0.4 0:24.09
724 4.5 0.4 0:24.13
724 5.3 0.4 0:24.17
724 5.0 0.4 0:24.21
724 5.3 0.4 0:24.25
724 5.3 0.4 0:24.29
724 5.3 0.4 0:24.32
724 0.0 0.4 0:24.37
724 5.3 0.4 0:24.41
724 10.5 0.4 0:24.48
724 0.0 0.4 0:24.50
724 0.0 0.4 0:24.53
724 0.0 0.4 0:24.57
724 0.0 0.4 0:24.60
724 5.0 0.4 0:24.64
724 10.5 0.4 0:24.69
724 5.6 0.4 0:24.73
724 5.6 0.4 0:24.77
724 4.8 0.4 0:24.81
724 5.3 0.4 0:24.85
724 5.6 0.4 0:24.90
724 4.8 0.4 0:24.94
724 5.6 0.4 0:24.97
724 5.6 0.4 0:25.00
724 0.0 0.4 0:25.03
724 4.5 0.4 0:25.07
724 5.0 0.4 0:25.11
724 0.0 0.4 0:25.13
724 0.0 0.4 0:25.18
724 5.6 0.4 0:25.22
724 0.0 0.4 0:25.26
724 5.6 0.4 0:25.30
724 5.6 0.4 0:25.34
724 5.0 0.4 0:25.37
724 0.0 0.4 0:25.40
KiB used, 273560 buff/cache
724 5.6 0.4 0:25.48
724 5.3 0.4 0:25.52
724 5.0 0.4 0:25.56
724 0.0 0.4 0:25.59
724 0.0 0.4 0:25.62
724 0.0 0.4 0:25.65
724 5.6 0.4 0:25.69
724 10.5 0.4 0:25.74
724 5.0 0.4 0:25.76
724 10.0 0.4 0:25.81
724 5.0 0.4 0:25.84
724 0.0 0.4 0:25.87
724 5.6 0.4 0:25.91
724 5.6 0.4 0:25.95
724 5.6 0.4 0:25.99
724 0.0 0.4 0:26.02
724 5.6 0.4 0:26.06
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
724 0.0 0.4 0:26.07
