KiB used, 372080 buff/cache
720 5.6 0.4 1:17.45
720 0.0 0.4 1:17.48
720 5.6 0.4 1:17.51
720 5.6 0.4 1:17.55
720 0.0 0.4 1:17.59
720 5.0 0.4 1:17.62
720 0.0 0.4 1:17.65
720 4.3 0.4 1:17.69
720 5.0 0.4 1:17.73
720 5.6 0.4 1:17.76
720 4.3 0.4 1:17.79
720 0.0 0.4 1:17.82
720 0.0 0.4 1:17.85
720 5.6 0.4 1:17.89
720 5.6 0.4 1:17.93
720 0.0 0.4 1:17.96
720 0.0 0.4 1:17.99
KiB used, 372576 buff/cache
720 5.3 0.4 1:18.06
720 5.6 0.4 1:18.09
720 5.6 0.4 1:18.12
720 0.0 0.4 1:18.16
720 0.0 0.4 1:18.18
720 5.6 0.4 1:18.22
720 0.0 0.4 1:18.24
720 0.0 0.4 1:18.28
720 5.3 0.4 1:18.31
720 5.6 0.4 1:18.35
720 5.6 0.4 1:18.38
720 0.0 0.4 1:18.41
720 0.0 0.4 1:18.44
720 0.0 0.4 1:18.47
720 5.6 0.4 1:18.50
720 5.6 0.4 1:18.53
720 0.0 0.4 1:18.56
720 0.0 0.4 1:18.60
720 4.8 0.4 1:18.64
720 0.0 0.4 1:18.66
720 5.6 0.4 1:18.70
720 5.6 0.4 1:18.74
720 5.6 0.4 1:18.78
720 5.6 0.4 1:18.81
720 5.6 0.4 1:18.85
720 0.0 0.4 1:18.88
720 0.0 0.4 1:18.92
720 0.0 0.4 1:18.96
720 0.0 0.4 1:18.99
720 5.0 0.4 1:19.03
720 5.6 0.4 1:19.06
720 11.1 0.4 1:19.10
720 0.0 0.4 1:19.12
720 5.6 0.4 1:19.17
720 0.0 0.4 1:19.20
720 0.0 0.4 1:19.23
720 5.3 0.4 1:19.27
720 5.6 0.4 1:19.30
720 5.6 0.4 1:19.33
720 10.5 0.4 1:19.38
720 5.6 0.4 1:19.41
720 0.0 0.4 1:19.44
720 5.6 0.4 1:19.48
720 5.6 0.4 1:19.51
720 0.0 0.4 1:19.54
720 0.0 0.4 1:19.57
720 5.9 0.4 1:19.61
720 0.0 0.4 1:19.64
720 5.3 0.4 1:19.68
720 5.6 0.4 1:19.71
720 5.6 0.4 1:19.74
720 0.0 0.4 1:19.77
720 0.0 0.4 1:19.80
720 0.0 0.4 1:19.84
720 0.0 0.4 1:19.87
720 0.0 0.4 1:19.91
720 0.0 0.4 1:19.94
720 5.0 0.4 1:19.98
720 5.6 0.4 1:20.01
720 5.9 0.4 1:20.05
720 5.6 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
KiB used, 373904 buff/cache
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
KiB used, 373900 buff/cache
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
720 0.0 0.4 1:20.07
