Percentage served,Time in ms
0,16.710
1,20.409
2,20.724
3,20.940
4,21.115
5,21.261
6,21.386
7,21.508
8,21.615
9,21.720
10,21.822
11,21.913
12,22.004
13,22.085
14,22.164
15,22.237
16,22.307
17,22.376
18,22.444
19,22.513
20,22.583
21,22.653
22,22.725
23,22.799
24,22.872
25,22.941
26,23.006
27,23.075
28,23.140
29,23.212
30,23.281
31,23.351
32,23.424
33,23.496
34,23.566
35,23.642
36,23.720
37,23.806
38,23.892
39,23.980
40,24.078
41,24.172
42,24.272
43,24.380
44,24.493
45,24.612
46,24.738
47,24.854
48,24.994
49,25.137
50,25.284
51,25.453
52,25.635
53,25.825
54,26.028
55,26.238
56,26.467
57,26.721
58,26.994
59,27.278
60,27.579
61,27.896
62,28.241
63,28.605
64,29.001
65,29.412
66,29.798
67,30.177
68,30.593
69,30.998
70,31.425
71,31.860
72,32.272
73,32.682
74,33.115
75,33.533
76,34.003
77,34.451
78,34.925
79,35.466
80,36.084
81,36.759
82,37.495
83,38.331
84,39.158
85,40.009
86,40.953
87,41.950
88,42.947
89,44.027
90,45.555
91,48.189
92,55.374
93,65.803
94,234.665
95,241.340
96,249.264
97,452.124
98,1035.372
99,1051.437
100,5003.057
