Percentage served,Time in ms
0,27.777
1,57.734
2,62.066
3,66.167
4,69.242
5,71.321
6,73.152
7,74.855
8,76.388
9,77.885
10,79.261
11,80.560
12,81.724
13,82.973
14,84.037
15,84.992
16,85.930
17,86.885
18,87.796
19,88.678
20,89.569
21,90.470
22,91.271
23,92.081
24,92.843
25,93.614
26,94.321
27,95.038
28,95.722
29,96.459
30,97.159
31,97.867
32,98.572
33,99.273
34,99.929
35,100.564
36,101.251
37,101.895
38,102.567
39,103.213
40,103.851
41,104.438
42,105.099
43,105.732
44,106.373
45,107.012
46,107.639
47,108.246
48,108.956
49,109.733
50,110.438
51,111.136
52,111.812
53,112.418
54,113.037
55,113.654
56,114.305
57,115.000
58,115.695
59,116.417
60,117.227
61,118.118
62,119.109
63,120.058
64,120.972
65,121.854
66,122.730
67,123.664
68,124.708
69,125.851
70,126.916
71,127.938
72,128.966
73,130.138
74,131.363
75,132.659
76,133.989
77,135.284
78,136.782
79,138.336
80,140.028
81,141.881
82,143.635
83,145.398
84,147.148
85,149.024
86,151.009
87,153.377
88,155.940
89,159.173
90,162.577
91,166.950
92,172.087
93,181.758
94,311.463
95,347.222
96,373.578
97,404.108
98,1026.928
99,1138.454
100,4478.640
