Percentage served,Time in ms
0,1.308
1,9.566
2,20.523
3,29.052
4,35.200
5,40.031
6,44.229
7,47.454
8,50.374
9,52.452
10,53.915
11,55.850
12,57.548
13,59.618
14,61.580
15,62.784
16,63.997
17,65.283
18,66.726
19,68.157
20,69.317
21,70.507
22,71.602
23,72.930
24,74.043
25,75.006
26,76.036
27,77.137
28,78.492
29,79.698
30,80.738
31,81.774
32,82.665
33,83.685
34,84.843
35,85.779
36,86.577
37,87.280
38,88.046
39,88.763
40,89.459
41,90.247
42,90.965
43,91.794
44,92.780
45,93.954
46,94.823
47,95.597
48,96.429
49,97.220
50,97.953
51,98.642
52,99.357
53,100.158
54,101.095
55,102.060
56,103.056
57,104.095
58,105.288
59,106.432
60,107.606
61,108.845
62,110.231
63,111.600
64,112.886
65,114.403
66,115.961
67,117.433
68,118.743
69,119.841
70,120.878
71,121.941
72,122.931
73,123.863
74,124.884
75,125.921
76,126.807
77,127.768
78,128.766
79,129.833
80,130.902
81,132.022
82,133.221
83,134.377
84,135.521
85,136.469
86,137.365
87,138.351
88,139.441
89,140.713
90,142.493
91,144.526
92,146.251
93,147.827
94,149.537
95,151.436
96,153.435
97,155.696
98,160.283
99,167.117
100,1176.738
