Percentage served,Time in ms
0,13.791
1,28.454
2,29.892
3,30.702
4,31.329
5,31.830
6,32.229
7,32.629
8,33.041
9,33.507
10,33.967
11,34.446
12,34.866
13,35.292
14,35.729
15,36.172
16,36.601
17,37.019
18,37.413
19,37.821
20,38.219
21,38.584
22,38.961
23,39.324
24,39.682
25,40.063
26,40.445
27,40.841
28,41.218
29,41.605
30,41.962
31,42.331
32,42.695
33,43.046
34,43.408
35,43.804
36,44.186
37,44.589
38,45.006
39,45.424
40,45.832
41,46.218
42,46.620
43,47.040
44,47.483
45,47.906
46,48.331
47,48.772
48,49.226
49,49.685
50,50.098
51,50.530
52,50.966
53,51.394
54,51.829
55,52.251
56,52.645
57,53.068
58,53.478
59,53.893
60,54.294
61,54.728
62,55.143
63,55.552
64,55.962
65,56.356
66,56.764
67,57.237
68,57.698
69,58.183
70,58.647
71,59.160
72,59.680
73,60.221
74,60.791
75,61.380
76,61.973
77,62.552
78,63.129
79,63.749
80,64.494
81,65.339
82,66.266
83,67.367
84,68.613
85,70.104
86,71.568
87,73.294
88,75.085
89,77.163
90,78.719
91,80.589
92,82.689
93,85.166
94,88.096
95,91.674
96,102.515
97,254.301
98,272.331
99,1055.109
100,3270.190
