Percentage served,Time in ms
0,16.528
1,23.779
2,24.819
3,25.255
4,25.547
5,25.795
6,26.017
7,26.204
8,26.389
9,26.583
10,26.771
11,26.952
12,27.118
13,27.287
14,27.463
15,27.627
16,27.778
17,27.910
18,28.034
19,28.156
20,28.284
21,28.401
22,28.512
23,28.631
24,28.742
25,28.864
26,28.980
27,29.097
28,29.220
29,29.339
30,29.457
31,29.580
32,29.705
33,29.830
34,29.945
35,30.066
36,30.185
37,30.308
38,30.442
39,30.575
40,30.712
41,30.851
42,30.995
43,31.144
44,31.293
45,31.461
46,31.632
47,31.812
48,31.991
49,32.170
50,32.366
51,32.556
52,32.768
53,32.993
54,33.236
55,33.473
56,33.710
57,33.961
58,34.226
59,34.491
60,34.740
61,35.019
62,35.283
63,35.559
64,35.835
65,36.126
66,36.444
67,36.781
68,37.141
69,37.538
70,37.944
71,38.349
72,38.770
73,39.179
74,39.645
75,40.097
76,40.581
77,41.074
78,41.639
79,42.265
80,42.894
81,43.637
82,44.489
83,45.409
84,46.513
85,47.763
86,49.315
87,51.127
88,53.217
89,55.952
90,60.162
91,65.669
92,69.808
93,77.334
94,98.281
95,245.241
96,251.195
97,262.130
98,1031.608
99,1052.773
100,2590.374
