Percentage served,Time in ms
0,2.173
1,3.603
2,3.822
3,3.967
4,4.083
5,4.200
6,4.314
7,4.433
8,4.563
9,4.718
10,4.899
11,5.109
12,5.335
13,5.601
14,5.937
15,6.324
16,6.872
17,7.880
18,9.984
19,10.941
20,12.356
21,13.075
22,13.448
23,13.784
24,14.114
25,14.458
26,14.806
27,15.156
28,15.520
29,15.842
30,16.140
31,16.432
32,16.690
33,16.952
34,17.199
35,17.437
36,17.654
37,17.880
38,18.131
39,18.435
40,18.780
41,19.104
42,19.409
43,19.692
44,19.997
45,20.311
46,20.623
47,20.955
48,21.272
49,21.563
50,21.809
51,22.009
52,22.188
53,22.345
54,22.493
55,22.631
56,22.756
57,22.874
58,22.983
59,23.076
60,23.175
61,23.268
62,23.352
63,23.430
64,23.506
65,23.585
66,23.664
67,23.747
68,23.828
69,23.913
70,23.998
71,24.095
72,24.193
73,24.308
74,24.434
75,24.580
76,24.750
77,24.958
78,25.221
79,25.592
80,26.102
81,26.685
82,27.524
83,28.982
84,34.063
85,42.881
86,51.581
87,57.205
88,66.431
89,77.353
90,90.397
91,212.191
92,247.164
93,277.558
94,479.533
95,1016.047
96,1028.829
97,1038.238
98,1050.160
99,1216.627
100,10354.780
