Percentage served,Time in ms
0,0.498
1,1.111
2,1.428
3,2.074
4,2.844
5,3.076
6,3.200
7,3.295
8,3.367
9,3.428
10,3.476
11,3.522
12,3.562
13,3.600
14,3.636
15,3.671
16,3.705
17,3.735
18,3.763
19,3.793
20,3.822
21,3.850
22,3.876
23,3.905
24,3.933
25,3.957
26,3.987
27,4.016
28,4.042
29,4.071
30,4.101
31,4.130
32,4.158
33,4.190
34,4.223
35,4.256
36,4.290
37,4.325
38,4.363
39,4.401
40,4.443
41,4.489
42,4.540
43,4.593
44,4.649
45,4.713
46,4.782
47,4.859
48,4.947
49,5.037
50,5.143
51,5.251
52,5.377
53,5.503
54,5.646
55,5.784
56,5.938
57,6.096
58,6.273
59,6.471
60,6.673
61,6.934
62,7.212
63,7.545
64,7.909
65,8.325
66,8.773
67,9.272
68,9.833
69,10.479
70,11.201
71,11.898
72,12.644
73,13.366
74,14.002
75,14.626
76,15.333
77,16.408
78,17.677
79,18.571
80,19.961
81,21.611
82,23.220
83,26.318
84,29.348
85,33.551
86,40.540
87,57.476
88,77.566
89,208.605
90,212.868
91,227.156
92,253.121
93,1002.887
94,1014.291
95,1022.829
96,1029.131
97,1037.206
98,1218.348
99,5017.134
100,22075.648
