KiB used, 382732 buff/cache
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
KiB used, 382928 buff/cache
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
KiB 1527324 avail Mem
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
KiB 1527324 avail Mem
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
KiB 1527328 avail Mem
KiB used, 386608 buff/cache
17320 11.1 0.2 0:00.04
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
KiB used, 387240 buff/cache
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
732 0.0 0.1 0:00.00
