Percentage served,Time in ms
0,0.883
1,1.579
2,1.749
3,1.897
4,2.043
5,2.208
6,2.379
7,2.575
8,2.794
9,3.025
10,3.270
11,3.545
12,3.830
13,4.130
14,4.417
15,4.736
16,5.054
17,5.394
18,5.732
19,6.094
20,6.483
21,6.903
22,7.318
23,7.728
24,8.154
25,8.593
26,9.061
27,9.543
28,10.018
29,10.536
30,11.023
31,11.518
32,12.021
33,12.547
34,13.072
35,13.647
36,14.248
37,14.966
38,15.702
39,16.541
40,17.429
41,18.313
42,19.303
43,20.239
44,21.186
45,22.166
46,23.153
47,24.195
48,25.207
49,26.265
50,27.358
51,28.466
52,29.416
53,30.295
54,31.176
55,32.118
56,33.062
57,34.014
58,34.990
59,35.962
60,36.958
61,38.136
62,39.413
63,40.742
64,42.045
65,43.295
66,44.476
67,45.720
68,46.975
69,48.128
70,49.223
71,50.371
72,51.589
73,52.888
74,54.137
75,55.518
76,56.930
77,58.472
78,60.111
79,61.706
80,63.198
81,64.805
82,66.517
83,68.652
84,70.829
85,73.116
86,75.594
87,78.348
88,81.527
89,85.168
90,89.546
91,96.012
92,105.183
93,114.022
94,125.646
95,263.371
96,467.367
97,1046.313
98,1091.368
99,1484.469
100,8574.962
