Percentage served,Time in ms
0,265.390
1,762.703
2,778.107
3,785.881
4,790.810
5,794.527
6,797.558
7,800.216
8,802.593
9,805.011
10,807.269
11,809.423
12,811.405
13,813.204
14,814.799
15,816.434
16,818.008
17,819.482
18,820.952
19,822.275
20,823.600
21,824.890
22,826.185
23,827.442
24,828.630
25,830.028
26,831.316
27,832.528
28,833.694
29,834.860
30,836.039
31,837.227
32,838.419
33,839.596
34,840.815
35,842.015
36,843.279
37,844.630
38,845.982
39,847.279
40,848.580
41,849.912
42,851.222
43,852.512
44,853.812
45,855.095
46,856.378
47,857.657
48,858.946
49,860.260
50,861.666
51,862.956
52,864.399
53,865.818
54,867.324
55,868.960
56,870.361
57,871.764
58,873.250
59,874.803
60,876.416
61,878.027
62,879.693
63,881.400
64,883.136
65,884.834
66,886.514
67,888.269
68,890.033
69,891.892
70,893.815
71,895.941
72,897.968
73,899.934
74,902.049
75,904.325
76,906.896
77,909.320
78,912.001
79,914.690
80,917.566
81,920.934
82,924.418
83,928.534
84,933.193
85,939.819
86,949.216
87,961.021
88,971.929
89,983.409
90,990.477
91,997.154
92,1006.768
93,1013.272
94,1020.009
95,1032.192
96,1044.636
97,1056.399
98,1069.356
99,1086.223
100,2009.425
