Percentage served,Time in ms
0,5.539
1,7.685
2,12.430
3,182.577
4,325.944
5,424.854
6,503.488
7,548.190
8,581.072
9,609.098
10,638.934
11,671.780
12,704.620
13,728.994
14,746.317
15,768.064
16,793.466
17,820.940
18,856.289
19,882.631
20,912.276
21,932.110
22,945.068
23,956.073
24,966.137
25,972.169
26,977.265
27,982.044
28,986.050
29,989.308
30,993.338
31,1000.450
32,1009.935
33,1019.793
34,1024.318
35,1029.443
36,1034.970
37,1040.825
38,1051.632
39,1060.106
40,1066.000
41,1072.946
42,1081.003
43,1087.488
44,1094.048
45,1101.787
46,1109.420
47,1114.588
48,1121.162
49,1128.752
50,1133.147
51,1138.595
52,1144.256
53,1158.215
54,1175.767
55,1198.809
56,1223.242
57,1254.576
58,1270.709
59,1279.140
60,1287.280
61,1297.740
62,1306.469
63,1310.337
64,1314.441
65,1319.811
66,1330.587
67,1347.533
68,1364.513
69,1386.952
70,1419.733
71,1443.411
72,1454.366
73,1467.079
74,1483.595
75,1500.582
76,1523.371
77,1553.460
78,1583.380
79,1614.455
80,1640.335
81,1658.049
82,1681.047
83,1701.908
84,1736.691
85,1779.981
86,1823.656
87,1857.884
88,1883.083
89,1919.636
90,2015.244
91,2058.460
92,2109.327
93,2179.338
94,2250.875
95,2343.590
96,2425.591
97,2540.743
98,2673.627
99,2774.991
100,3040.873
