Percentage served,Time in ms
0,2.119
1,4.248
2,4.592
3,4.899
4,5.223
5,5.628
6,6.095
7,6.630
8,7.563
9,9.033
10,10.106
11,10.884
12,11.583
13,12.166
14,12.682
15,13.100
16,13.410
17,13.696
18,13.969
19,14.249
20,14.543
21,14.864
22,15.194
23,15.521
24,15.833
25,16.098
26,16.328
27,16.531
28,16.714
29,16.883
30,17.044
31,17.205
32,17.366
33,17.541
34,17.722
35,17.898
36,18.066
37,18.211
38,18.359
39,18.500
40,18.634
41,18.745
42,18.866
43,18.986
44,19.113
45,19.250
46,19.388
47,19.538
48,19.695
49,19.864
50,20.048
51,20.233
52,20.423
53,20.653
54,20.921
55,21.248
56,21.579
57,21.854
58,22.082
59,22.285
60,22.457
61,22.634
62,22.788
63,22.940
64,23.074
65,23.195
66,23.305
67,23.423
68,23.527
69,23.631
70,23.726
71,23.821
72,23.921
73,24.022
74,24.117
75,24.224
76,24.341
77,24.468
78,24.608
79,24.778
80,24.981
81,25.244
82,25.587
83,26.024
84,27.077
85,29.845
86,36.070
87,46.524
88,55.298
89,62.083
90,77.021
91,94.379
92,245.449
93,268.405
94,393.296
95,1014.122
96,1027.844
97,1035.568
98,1047.866
99,1261.675
100,13781.558
