Percentage served,Time in ms
0,1.190
1,1.353
2,1.415
3,1.465
4,1.511
5,1.556
6,1.600
7,1.656
8,1.735
9,1.855
10,2.022
11,2.278
12,2.663
13,3.256
14,3.766
15,4.355
16,5.127
17,6.402
18,8.344
19,10.440
20,12.637
21,14.863
22,17.484
23,20.585
24,23.641
25,26.330
26,29.038
27,31.605
28,34.648
29,37.844
30,40.722
31,43.420
32,45.925
33,49.110
34,52.415
35,55.619
36,58.360
37,61.198
38,64.296
39,66.839
40,69.107
41,71.332
42,73.183
43,75.023
44,76.820
45,78.660
46,80.500
47,82.240
48,83.889
49,85.744
50,87.853
51,89.854
52,91.719
53,93.417
54,95.202
55,96.986
56,98.581
57,100.291
58,101.979
59,103.624
60,105.811
61,107.980
62,110.196
63,112.331
64,114.342
65,116.414
66,118.739
67,121.098
68,123.378
69,125.914
70,129.433
71,132.557
72,136.075
73,140.097
74,144.326
75,149.574
76,156.289
77,163.620
78,170.844
79,178.263
80,189.368
81,202.343
82,206.687
83,208.290
84,209.452
85,210.566
86,211.663
87,212.819
88,214.838
89,217.656
90,220.511
91,228.240
92,233.703
93,242.564
94,377.761
95,1026.307
96,1089.902
97,1162.498
98,1295.805
99,2747.376
100,5181.797
