KiB 1537120 avail Mem
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.49
712 0.0 0.3 0:21.50
712 0.0 0.3 0:21.50
712 0.0 0.3 0:21.50
712 0.0 0.3 0:21.50
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
KiB used, 349768 buff/cache
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 0.0 0.3 0:21.54
712 5.3 0.3 0:21.55
KiB used, 349816 buff/cache
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 0.0 0.3 0:21.61
712 11.1 0.3 0:21.63
712 0.0 0.3 0:21.63
712 0.0 0.3 0:21.63
712 5.6 0.3 0:21.64
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.67
712 0.0 0.3 0:21.68
712 0.0 0.3 0:21.68
712 0.0 0.3 0:21.69
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.71
712 0.0 0.3 0:21.72
712 0.0 0.3 0:21.72
712 5.6 0.3 0:21.73
712 5.3 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.77
712 0.0 0.3 0:21.78
712 0.0 0.3 0:21.78
712 0.0 0.3 0:21.78
712 0.0 0.3 0:21.78
712 0.0 0.3 0:21.78
712 0.0 0.3 0:21.79
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.82
712 0.0 0.3 0:21.83
712 0.0 0.3 0:21.83
712 0.0 0.3 0:21.83
712 5.6 0.3 0:21.84
712 0.0 0.3 0:21.85
712 0.0 0.3 0:21.87
712 0.0 0.3 0:21.87
712 0.0 0.3 0:21.87
KiB used, 350364 buff/cache
