Percentage served,Time in ms
0,667.039
1,971.565
2,1049.988
3,1110.922
4,1139.074
5,1157.438
6,1167.534
7,1175.469
8,1182.771
9,1190.485
10,1197.978
11,1205.026
12,1211.319
13,1217.388
14,1222.946
15,1228.333
16,1233.597
17,1239.142
18,1244.424
19,1249.944
20,1255.364
21,1260.835
22,1266.302
23,1271.954
24,1277.429
25,1283.515
26,1289.743
27,1295.820
28,1301.491
29,1306.732
30,1312.183
31,1317.192
32,1322.039
33,1326.596
34,1331.312
35,1335.859
36,1340.838
37,1346.078
38,1351.804
39,1357.892
40,1364.217
41,1371.606
42,1380.180
43,1390.291
44,1402.601
45,1418.179
46,1434.464
47,1452.214
48,1468.335
49,1484.209
50,1502.370
51,1521.918
52,1542.970
53,1565.398
54,1588.591
55,1609.786
56,1631.777
57,1652.856
58,1673.158
59,1693.433
60,1713.717
61,1733.955
62,1754.415
63,1775.698
64,1800.395
65,1826.063
66,1851.556
67,1878.793
68,1908.173
69,1939.589
70,1976.627
71,2018.850
72,2062.437
73,2110.850
74,2162.314
75,2206.445
76,2238.969
77,2266.896
78,2294.888
79,2323.586
80,2351.972
81,2381.355
82,2421.099
83,2473.782
84,2538.793
85,2615.210
86,2689.300
87,2762.286
88,2850.628
89,2948.085
90,3060.399
91,3196.048
92,3344.315
93,3514.520
94,3743.673
95,4029.684
96,4393.219
97,4882.627
98,5629.144
99,7256.569
100,96945.233
