Percentage served,Time in ms
0,1.036
1,2.251
2,2.944
3,3.916
4,5.173
5,6.559
6,8.077
7,9.474
8,10.830
9,12.212
10,13.581
11,14.742
12,15.799
13,16.758
14,17.703
15,18.662
16,19.502
17,20.326
18,21.046
19,21.707
20,22.292
21,22.841
22,23.359
23,23.824
24,24.269
25,24.677
26,25.074
27,25.511
28,25.988
29,26.526
30,27.095
31,27.707
32,28.374
33,29.073
34,29.853
35,30.657
36,31.523
37,32.428
38,33.390
39,34.356
40,35.358
41,36.399
42,37.446
43,38.464
44,39.541
45,40.670
46,41.753
47,42.953
48,44.087
49,45.258
50,46.486
51,47.775
52,49.071
53,50.329
54,51.581
55,52.991
56,54.535
57,56.069
58,57.506
59,58.859
60,60.143
61,61.498
62,62.830
63,64.158
64,65.486
65,66.771
66,68.071
67,69.335
68,70.640
69,72.025
70,73.328
71,74.691
72,76.093
73,77.638
74,79.284
75,81.371
76,83.586
77,85.654
78,87.748
79,89.957
80,92.550
81,95.622
82,99.642
83,103.785
84,108.149
85,113.808
86,121.183
87,128.231
88,134.158
89,144.895
90,173.395
91,213.744
92,245.727
93,272.236
94,326.183
95,542.746
96,1020.160
97,1070.387
98,1118.940
99,1252.952
100,5778.243
