Percentage served,Time in ms
0,1.553
1,2.030
2,2.376
3,2.670
4,2.909
5,3.234
6,3.661
7,4.137
8,4.832
9,5.739
10,6.923
11,8.676
12,11.028
13,13.659
14,17.629
15,20.806
16,24.090
17,27.509
18,31.902
19,36.834
20,41.594
21,46.235
22,49.955
23,56.621
24,62.481
25,67.308
26,74.569
27,83.002
28,89.884
29,95.078
30,101.097
31,108.988
32,118.453
33,128.493
34,143.341
35,167.992
36,188.838
37,223.333
38,241.486
39,250.779
40,257.583
41,263.834
42,268.912
43,272.295
44,275.324
45,278.593
46,281.776
47,284.565
48,287.272
49,289.968
50,292.474
51,294.951
52,297.370
53,299.841
54,302.782
55,306.033
56,308.985
57,311.990
58,315.169
59,318.379
60,321.791
61,325.583
62,329.709
63,334.473
64,339.350
65,344.509
66,349.641
67,356.328
68,362.290
69,368.283
70,375.747
71,384.952
72,396.284
73,413.321
74,439.065
75,491.912
76,600.429
77,797.255
78,915.284
79,1004.655
80,1104.467
81,1215.063
82,1297.041
83,1322.143
84,1343.919
85,1373.249
86,1420.206
87,1512.126
88,1664.672
89,1825.243
90,2023.745
91,2307.213
92,2603.585
93,2882.457
94,3308.615
95,3411.103
96,3789.902
97,4535.964
98,5347.651
99,6306.145
100,50146.937
