KiB used, 357176 buff/cache
717 0.0 0.4 1:01.27
717 5.3 0.4 1:01.30
717 5.6 0.4 1:01.33
717 5.6 0.4 1:01.36
717 0.0 0.4 1:01.38
717 0.0 0.4 1:01.42
717 5.3 0.4 1:01.45
717 5.3 0.4 1:01.48
717 0.0 0.4 1:01.50
717 0.0 0.4 1:01.52
717 0.0 0.4 1:01.54
717 5.6 0.4 1:01.57
717 0.0 0.4 1:01.59
717 0.0 0.4 1:01.62
717 0.0 0.4 1:01.64
717 0.0 0.4 1:01.67
717 5.0 0.4 1:01.70
717 5.6 0.4 1:01.73
717 0.0 0.4 1:01.75
717 11.1 0.4 1:01.79
717 5.3 0.4 1:01.81
717 0.0 0.4 1:01.83
717 5.6 0.4 1:01.86
717 5.3 0.4 1:01.89
717 0.0 0.4 1:01.92
717 5.3 0.4 1:01.95
717 0.0 0.4 1:01.98
717 0.0 0.4 1:02.00
717 0.0 0.4 1:02.03
717 5.6 0.4 1:02.06
717 0.0 0.4 1:02.09
717 0.0 0.4 1:02.11
717 5.6 0.4 1:02.14
717 0.0 0.4 1:02.16
717 5.0 0.4 1:02.19
717 0.0 0.4 1:02.24
717 5.3 0.4 1:02.26
717 5.3 0.4 1:02.28
KiB used, 357744 buff/cache
717 0.0 0.4 1:02.33
717 0.0 0.4 1:02.35
717 5.0 0.4 1:02.39
717 5.3 0.4 1:02.42
717 5.3 0.4 1:02.45
717 0.0 0.4 1:02.47
717 5.6 0.4 1:02.51
717 5.3 0.4 1:02.55
717 0.0 0.4 1:02.58
717 0.0 0.4 1:02.60
717 0.0 0.4 1:02.63
717 0.0 0.4 1:02.65
717 0.0 0.4 1:02.67
717 0.0 0.4 1:02.70
717 0.0 0.4 1:02.72
717 0.0 0.4 1:02.74
717 5.3 0.4 1:02.78
717 5.3 0.4 1:02.80
717 5.3 0.4 1:02.83
717 5.6 0.4 1:02.86
717 0.0 0.4 1:02.88
717 5.9 0.4 1:02.91
717 5.3 0.4 1:02.94
717 0.0 0.4 1:02.96
717 0.0 0.4 1:03.00
717 5.3 0.4 1:03.03
717 5.3 0.4 1:03.06
717 5.3 0.4 1:03.08
717 0.0 0.4 1:03.10
717 5.6 0.4 1:03.13
717 0.0 0.4 1:03.15
717 5.6 0.4 1:03.18
717 11.1 0.4 1:03.22
717 0.0 0.4 1:03.25
717 5.6 0.4 1:03.29
717 5.0 0.4 1:03.32
717 5.6 0.4 1:03.35
717 0.0 0.4 1:03.37
717 5.3 0.4 1:03.40
717 0.0 0.4 1:03.41
717 0.0 0.4 1:03.41
717 0.0 0.4 1:03.41
717 0.0 0.4 1:03.41
