Percentage served,Time in ms
0,4.850
1,5.871
2,6.202
3,6.523
4,7.099
5,8.086
6,10.021
7,14.386
8,35.558
9,234.948
10,405.437
11,509.314
12,576.620
13,610.318
14,648.631
15,692.513
16,733.597
17,774.607
18,810.896
19,858.241
20,901.038
21,940.684
22,973.022
23,1005.909
24,1047.852
25,1083.423
26,1099.531
27,1120.665
28,1139.427
29,1165.484
30,1178.949
31,1193.906
32,1210.127
33,1227.740
34,1246.282
35,1269.909
36,1292.629
37,1316.844
38,1342.393
39,1362.392
40,1375.484
41,1390.617
42,1403.091
43,1415.687
44,1426.125
45,1440.210
46,1454.768
47,1469.796
48,1480.889
49,1491.080
50,1497.171
51,1502.369
52,1508.227
53,1515.644
54,1523.546
55,1533.665
56,1542.666
57,1555.469
58,1567.993
59,1583.438
60,1594.282
61,1607.067
62,1620.544
63,1635.363
64,1649.785
65,1662.214
66,1675.983
67,1690.366
68,1700.215
69,1718.964
70,1736.149
71,1752.613
72,1776.007
73,1806.320
74,1831.918
75,1859.404
76,1884.041
77,1912.586
78,1930.253
79,1959.022
80,1986.781
81,2013.921
82,2046.739
83,2085.096
84,2118.932
85,2146.509
86,2176.547
87,2209.546
88,2246.724
89,2315.147
90,2451.975
91,2509.144
92,2584.475
93,2672.236
94,2778.699
95,2885.513
96,3545.829
97,4539.317
98,5510.009
99,7117.048
100,21444.379
