Percentage served,Time in ms
0,4.744
1,5.787
2,5.948
3,6.137
4,6.494
5,7.310
6,10.041
7,22.293
8,35.870
9,68.648
10,218.198
11,282.805
12,324.010
13,359.681
14,395.473
15,431.866
16,467.770
17,499.326
18,530.330
19,558.428
20,586.599
21,617.142
22,647.593
23,672.285
24,698.266
25,723.704
26,750.484
27,771.096
28,789.610
29,803.922
30,817.014
31,830.676
32,841.204
33,851.650
34,868.649
35,887.289
36,918.440
37,936.322
38,950.817
39,961.967
40,972.307
41,981.959
42,991.323
43,997.847
44,1003.923
45,1009.709
46,1017.158
47,1023.106
48,1027.227
49,1030.958
50,1034.915
51,1039.311
52,1044.681
53,1052.345
54,1062.523
55,1074.506
56,1082.425
57,1089.976
58,1100.422
59,1116.541
60,1129.106
61,1145.809
62,1161.371
63,1180.167
64,1201.818
65,1232.095
66,1249.479
67,1264.435
68,1282.397
69,1301.886
70,1323.307
71,1343.447
72,1364.474
73,1383.557
74,1404.209
75,1425.650
76,1444.924
77,1469.895
78,1494.783
79,1513.279
80,1527.266
81,1554.598
82,1571.727
83,1581.159
84,1593.107
85,1606.412
86,1619.415
87,1637.411
88,1661.621
89,1708.965
90,1750.748
91,1782.739
92,1816.364
93,1848.013
94,1900.245
95,1984.650
96,2144.105
97,2212.812
98,2286.916
99,2378.106
100,2525.214
