KiB used, 388364 buff/cache
714 0.0 0.4 1:43.30
714 0.0 0.4 1:43.34
714 5.0 0.4 1:43.37
714 0.0 0.4 1:43.40
714 0.0 0.4 1:43.44
714 0.0 0.4 1:43.48
714 0.0 0.4 1:43.51
714 5.3 0.4 1:43.54
714 5.3 0.4 1:43.58
714 5.6 0.4 1:43.62
714 0.0 0.4 1:43.65
714 5.3 0.4 1:43.69
714 0.0 0.4 1:43.71
714 5.0 0.4 1:43.75
714 5.3 0.4 1:43.78
714 0.0 0.4 1:43.81
714 5.0 0.4 1:43.84
714 5.6 0.4 1:43.87
714 5.6 0.4 1:43.90
714 0.0 0.4 1:43.92
714 0.0 0.4 1:43.95
714 5.6 0.4 1:43.98
714 5.6 0.4 1:44.01
714 5.6 0.4 1:44.04
KiB used, 388976 buff/cache
714 0.0 0.4 1:44.09
714 0.0 0.4 1:44.13
714 5.0 0.4 1:44.16
KiB used, 389060 buff/cache
714 5.6 0.4 1:44.22
714 5.3 0.4 1:44.25
714 4.8 0.4 1:44.28
714 5.3 0.4 1:44.31
714 0.0 0.4 1:44.33
714 0.0 0.4 1:44.36
714 5.3 0.4 1:44.39
714 0.0 0.4 1:44.42
714 5.3 0.4 1:44.46
714 5.6 0.4 1:44.49
714 5.0 0.4 1:44.53
714 10.5 0.4 1:44.57
714 5.6 0.4 1:44.59
714 5.6 0.4 1:44.62
714 0.0 0.4 1:44.64
714 5.6 0.4 1:44.67
714 5.6 0.4 1:44.70
714 5.0 0.4 1:44.73
714 5.3 0.4 1:44.77
714 0.0 0.4 1:44.80
714 0.0 0.4 1:44.83
714 0.0 0.4 1:44.86
714 5.6 0.4 1:44.90
714 0.0 0.4 1:44.93
714 5.3 0.4 1:44.97
714 0.0 0.4 1:44.99
714 5.0 0.4 1:45.03
714 5.6 0.4 1:45.06
714 0.0 0.4 1:45.09
714 5.6 0.4 1:45.12
714 0.0 0.4 1:45.16
714 0.0 0.4 1:45.19
714 0.0 0.4 1:45.22
714 0.0 0.4 1:45.25
714 0.0 0.4 1:45.28
714 5.0 0.4 1:45.32
714 5.6 0.4 1:45.35
714 0.0 0.4 1:45.38
714 0.0 0.4 1:45.42
714 0.0 0.4 1:45.44
714 0.0 0.4 1:45.47
714 0.0 0.4 1:45.50
714 5.6 0.4 1:45.53
714 5.3 0.4 1:45.56
714 5.6 0.4 1:45.59
714 5.6 0.4 1:45.62
714 0.0 0.4 1:45.64
714 0.0 0.4 1:45.67
714 0.0 0.4 1:45.70
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
714 0.0 0.4 1:45.72
