KiB used, 408456 buff/cache
714 0.0 0.4 2:09.09
714 0.0 0.4 2:09.11
714 5.3 0.4 2:09.14
714 0.0 0.4 2:09.16
714 11.1 0.4 2:09.20
714 5.9 0.4 2:09.21
714 5.0 0.4 2:09.24
714 0.0 0.4 2:09.26
714 0.0 0.4 2:09.28
714 0.0 0.4 2:09.30
7147 10.0 0.2 0:00.04
714 0.0 0.4 2:09.35
714 5.0 0.4 2:09.37
714 5.3 0.4 2:09.40
714 0.0 0.4 2:09.42
714 0.0 0.4 2:09.45
714 0.0 0.4 2:09.46
714 0.0 0.4 2:09.48
714 0.0 0.4 2:09.50
714 5.6 0.4 2:09.53
714 4.8 0.4 2:09.55
714 0.0 0.4 2:09.57
714 0.0 0.4 2:09.59
714 0.0 0.4 2:09.61
714 0.0 0.4 2:09.63
714 5.0 0.4 2:09.66
714 0.0 0.4 2:09.67
714 0.0 0.4 2:09.69
714 0.0 0.4 2:09.72
714 0.0 0.4 2:09.74
714 0.0 0.4 2:09.77
714 0.0 0.4 2:09.79
714 0.0 0.4 2:09.81
714 0.0 0.4 2:09.83
714 0.0 0.4 2:09.85
714 0.0 0.4 2:09.88
714 0.0 0.4 2:09.90
714 0.0 0.4 2:09.92
714 5.3 0.4 2:09.95
714 0.0 0.4 2:09.97
714 0.0 0.4 2:09.99
714 5.0 0.4 2:10.02
714 5.6 0.4 2:10.04
714 0.0 0.4 2:10.06
714 0.0 0.4 2:10.08
714 0.0 0.4 2:10.10
714 0.0 0.4 2:10.12
714 5.3 0.4 2:10.15
714 5.0 0.4 2:10.17
714 5.6 0.4 2:10.20
714 5.3 0.4 2:10.22
714 0.0 0.4 2:10.24
714 0.0 0.4 2:10.26
714 0.0 0.4 2:10.28
714 0.0 0.4 2:10.30
714 5.0 0.4 2:10.33
714 5.3 0.4 2:10.35
714 5.3 0.4 2:10.38
714 5.6 0.4 2:10.41
714 0.0 0.4 2:10.43
714 0.0 0.4 2:10.45
714 0.0 0.4 2:10.47
714 0.0 0.4 2:10.50
714 0.0 0.4 2:10.52
714 0.0 0.4 2:10.55
714 0.0 0.4 2:10.58
714 0.0 0.4 2:10.60
714 5.6 0.4 2:10.63
714 5.3 0.4 2:10.65
714 0.0 0.4 2:10.68
714 0.0 0.4 2:10.70
714 0.0 0.4 2:10.73
714 5.3 0.4 2:10.75
714 5.9 0.4 2:10.77
714 0.0 0.4 2:10.79
714 0.0 0.4 2:10.81
714 0.0 0.4 2:10.84
714 5.0 0.4 2:10.86
714 0.0 0.4 2:10.87
714 0.0 0.4 2:10.87
714 0.0 0.4 2:10.87
714 0.0 0.4 2:10.87
714 0.0 0.4 2:10.87
714 0.0 0.4 2:10.87
714 0.0 0.4 2:10.87
714 0.0 0.4 2:10.87
714 0.0 0.4 2:10.87
714 0.0 0.4 2:10.87
