KiB 1530716 avail Mem
716 0.0 0.4 2:21.67
716 5.6 0.4 2:21.72
716 5.6 0.4 2:21.76
716 5.6 0.4 2:21.81
716 5.3 0.4 2:21.86
716 4.3 0.4 2:21.91
716 4.8 0.4 2:21.95
716 0.0 0.4 2:21.99
716 5.6 0.4 2:22.03
716 13.0 0.4 2:22.10
716 4.8 0.4 2:22.12
716 5.9 0.4 2:22.16
716 4.8 0.4 2:22.20
716 0.0 0.4 2:22.23
716 5.3 0.4 2:22.28
716 4.3 0.4 2:22.33
716 5.6 0.4 2:22.37
716 11.1 0.4 2:22.42
716 15.0 0.4 2:22.48
716 11.1 0.4 2:22.52
716 5.6 0.4 2:22.56
716 5.6 0.4 2:22.60
716 5.3 0.4 2:22.65
716 5.3 0.4 2:22.69
716 10.5 0.4 2:22.74
716 11.1 0.4 2:22.80
716 5.9 0.4 2:22.85
716 0.0 0.4 2:22.90
716 5.0 0.4 2:22.95
716 11.1 0.4 2:23.00
716 4.5 0.4 2:23.05
716 5.9 0.4 2:23.10
716 5.3 0.4 2:23.14
716 5.0 0.4 2:23.20
716 11.1 0.4 2:23.24
716 4.8 0.4 2:23.29
716 5.3 0.4 2:23.34
716 5.6 0.4 2:23.39
716 5.6 0.4 2:23.43
716 5.6 0.4 2:23.48
716 5.6 0.4 2:23.53
716 5.6 0.4 2:23.57
716 4.5 0.4 2:23.62
716 11.1 0.4 2:23.67
716 5.9 0.4 2:23.71
716 5.6 0.4 2:23.76
716 5.6 0.4 2:23.80
716 4.5 0.4 2:23.85
716 0.0 0.4 2:23.89
716 0.0 0.4 2:23.93
716 11.1 0.4 2:23.98
716 11.1 0.4 2:24.03
716 5.6 0.4 2:24.07
716 4.5 0.4 2:24.13
716 5.0 0.4 2:24.17
716 5.3 0.4 2:24.22
716 11.1 0.4 2:24.28
KiB used, 393432 buff/cache
716 11.1 0.4 2:24.35
716 11.1 0.4 2:24.41
716 5.0 0.4 2:24.45
716 4.8 0.4 2:24.50
716 5.6 0.4 2:24.54
716 5.0 0.4 2:24.58
716 5.6 0.4 2:24.62
716 5.0 0.4 2:24.67
716 11.1 0.4 2:24.72
716 5.0 0.4 2:24.75
716 11.1 0.4 2:24.80
716 5.6 0.4 2:24.84
716 5.6 0.4 2:24.89
716 5.6 0.4 2:24.95
KiB used, 393760 buff/cache
716 0.0 0.4 2:25.03
716 11.1 0.4 2:25.09
716 5.6 0.4 2:25.14
716 5.9 0.4 2:25.18
716 11.1 0.4 2:25.23
716 0.0 0.4 2:25.25
KiB 1531716 avail Mem
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
1716 11.1 0.2 0:00.02
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
716 0.0 0.4 2:25.25
