705 11.1 0.3 0:07.79
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.81
705 0.0 0.3 0:07.82
705 0.0 0.3 0:07.82
705 0.0 0.3 0:07.82
705 0.0 0.3 0:07.82
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 0.0 0.3 0:07.85
705 5.3 0.3 0:07.86
705 0.0 0.3 0:07.86
705 0.0 0.3 0:07.86
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.90
705 0.0 0.3 0:07.91
705 0.0 0.3 0:07.91
705 5.9 0.3 0:07.93
705 0.0 0.3 0:07.95
705 0.0 0.3 0:07.95
705 0.0 0.3 0:07.95
705 0.0 0.3 0:07.95
705 0.0 0.3 0:07.95
705 0.0 0.3 0:07.95
705 0.0 0.3 0:07.95
705 0.0 0.3 0:07.95
705 0.0 0.3 0:07.95
705 0.0 0.3 0:07.95
705 0.0 0.3 0:07.95
705 0.0 0.3 0:07.95
