KiB used, 366932 buff/cache
710 5.6 0.4 1:28.27
710 11.8 0.4 1:28.30
710 5.6 0.4 1:28.33
710 5.3 0.4 1:28.37
710 5.6 0.4 1:28.40
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.6 0.4 1:28.54
710 5.6 0.4 1:28.57
710 5.9 0.4 1:28.58
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.0 0.4 1:28.63
22710 22.2 0.2 0:00.04
710 5.6 0.4 1:28.66
710 5.3 0.4 1:28.69
710 4.8 0.4 1:28.72
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.6 0.4 1:28.78
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.3 0.4 1:28.84
710 5.3 0.4 1:28.87
710 5.6 0.4 1:28.92
710 11.1 0.4 1:28.98
23710 21.1 0.2 0:00.04
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.6 0.4 1:28.99
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.3 0.4 1:29.01
516 0.0 0.9 0:00.47
710 4.8 0.4 1:29.06
710 5.6 0.4 1:29.08
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.6 0.4 1:29.15
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.6 0.4 1:29.16
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 10.0 0.4 1:29.19
516 0.0 0.9 0:00.47
710 5.6 0.4 1:29.25
516 0.0 0.9 0:00.47
710 5.6 0.4 1:29.30
516 0.0 0.9 0:00.47
710 4.8 0.4 1:29.38
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.6 0.4 1:29.56
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.6 0.4 1:29.63
710 5.9 0.4 1:29.65
516 0.0 0.9 0:00.47
710 5.6 0.4 1:29.71
710 11.1 0.4 1:29.76
516 0.0 0.9 0:00.47
710 5.6 0.4 1:29.79
516 0.0 0.9 0:00.47
710 5.3 0.4 1:29.86
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
27106 16.7 0.2 0:00.03
710 5.6 0.4 1:29.90
516 0.0 0.9 0:00.47
710 5.6 0.4 1:29.91
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.6 0.4 1:30.04
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.3 0.4 1:30.08
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 11.1 0.4 1:30.15
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
710 5.3 0.4 1:30.30
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
516 0.0 0.9 0:00.47
