Percentage served,Time in ms
0,5.199
1,6.027
2,6.137
3,6.210
4,6.271
5,6.324
6,6.375
7,6.425
8,6.478
9,6.537
10,6.599
11,6.676
12,6.768
13,6.890
14,7.053
15,7.258
16,7.470
17,7.708
18,7.988
19,8.273
20,8.577
21,8.905
22,9.269
23,9.670
24,10.045
25,10.366
26,10.703
27,11.132
28,11.667
29,12.464
30,13.613
31,15.044
32,16.964
33,20.970
34,28.851
35,50.062
36,331.245
37,642.470
38,925.271
39,1170.102
40,1411.004
41,1506.219
42,1561.747
43,1623.757
44,1680.252
45,1717.035
46,1737.048
47,1755.234
48,1771.198
49,1787.215
50,1801.954
51,1815.336
52,1835.395
53,1847.550
54,1862.175
55,1874.515
56,1885.296
57,1894.231
58,1901.627
59,1909.384
60,1917.188
61,1925.952
62,1933.646
63,1939.758
64,1947.313
65,1954.984
66,1971.535
67,1990.059
68,2059.233
69,2173.228
70,2227.037
71,2271.615
72,2331.451
73,2457.540
74,2505.467
75,2559.201
76,2617.243
77,2699.064
78,2778.161
79,2844.737
80,3137.640
81,3604.171
82,3984.435
83,4287.228
84,4551.138
85,4816.532
86,5068.156
87,5318.355
88,5575.300
89,5835.802
90,6127.558
91,6418.308
92,6748.846
93,7133.922
94,7564.936
95,8095.229
96,8747.460
97,9567.247
98,10838.651
99,13163.701
100,41254.624
