Percentage served,Time in ms
0,1918.087
1,2500.005
2,2664.287
3,2819.117
4,2929.161
5,3021.959
6,3100.391
7,3177.550
8,3260.496
9,3330.581
10,3385.358
11,3462.354
12,3504.870
13,3572.702
14,3622.674
15,3679.051
16,3726.891
17,3778.119
18,3824.734
19,3877.369
20,3920.554
21,3967.529
22,4008.842
23,4056.930
24,4102.211
25,4149.971
26,4196.427
27,4238.621
28,4283.827
29,4325.714
30,4369.526
31,4412.050
32,4453.049
33,4497.667
34,4538.814
35,4580.417
36,4623.243
37,4662.614
38,4706.788
39,4745.933
40,4789.852
41,4832.721
42,4872.995
43,4920.969
44,4962.767
45,5007.150
46,5052.007
47,5097.209
48,5141.535
49,5188.561
50,5237.910
51,5285.875
52,5336.068
53,5386.296
54,5438.247
55,5489.863
56,5542.600
57,5594.166
58,5647.972
59,5701.901
60,5755.624
61,5809.485
62,5868.007
63,5925.103
64,5989.455
65,6052.207
66,6119.141
67,6186.887
68,6256.833
69,6329.294
70,6408.634
71,6482.592
72,6559.199
73,6640.900
74,6725.250
75,6814.699
76,6909.439
77,7005.136
78,7104.879
79,7219.619
80,7336.975
81,7455.976
82,7583.435
83,7725.537
84,7872.586
85,8033.396
86,8213.631
87,8406.012
88,8612.683
89,8859.647
90,9137.453
91,9462.602
92,9845.007
93,10312.775
94,10939.928
95,11746.672
96,13019.789
97,15335.197
98,21308.487
99,42380.464
100,104743.100
