Percentage served,Time in ms
0,1762.736
1,2515.427
2,2718.724
3,2855.739
4,2970.227
5,3075.754
6,3172.569
7,3266.096
8,3355.415
9,3426.653
10,3487.968
11,3561.832
12,3616.067
13,3680.414
14,3737.528
15,3788.632
16,3845.049
17,3892.690
18,3945.895
19,3993.152
20,4045.547
21,4093.128
22,4139.693
23,4189.640
24,4237.499
25,4286.963
26,4332.817
27,4382.462
28,4426.568
29,4475.594
30,4522.446
31,4566.539
32,4614.762
33,4658.321
34,4705.644
35,4750.819
36,4797.864
37,4846.778
38,4895.670
39,4942.804
40,4988.995
41,5038.091
42,5085.345
43,5134.952
44,5184.005
45,5237.892
46,5286.863
47,5338.623
48,5391.459
49,5444.275
50,5495.750
51,5548.017
52,5600.139
53,5655.279
54,5710.427
55,5767.649
56,5826.499
57,5887.990
58,5945.033
59,6007.080
60,6068.673
61,6133.769
62,6198.387
63,6268.396
64,6341.844
65,6413.047
66,6485.764
67,6562.301
68,6645.420
69,6728.490
70,6817.619
71,6907.855
72,7003.848
73,7101.395
74,7208.209
75,7319.210
76,7434.686
77,7556.879
78,7677.782
79,7816.341
80,7950.319
81,8094.459
82,8247.064
83,8417.072
84,8592.616
85,8780.460
86,8979.871
87,9207.310
88,9452.522
89,9731.958
90,10048.501
91,10417.008
92,10831.905
93,11310.538
94,11934.698
95,12762.200
96,13773.546
97,15300.463
98,18118.040
99,25442.960
100,79494.272
