Percentage served,Time in ms
0,2.150
1,5.134
2,6.785
3,7.451
4,7.737
5,7.878
6,7.986
7,8.089
8,8.168
9,8.234
10,8.296
11,8.355
12,8.412
13,8.460
14,8.503
15,8.543
16,8.586
17,8.628
18,8.669
19,8.707
20,8.743
21,8.777
22,8.808
23,8.840
24,8.868
25,8.895
26,8.923
27,8.949
28,8.972
29,8.996
30,9.022
31,9.045
32,9.068
33,9.092
34,9.114
35,9.138
36,9.160
37,9.182
38,9.204
39,9.226
40,9.249
41,9.271
42,9.295
43,9.318
44,9.342
45,9.367
46,9.391
47,9.415
48,9.440
49,9.466
50,9.493
51,9.520
52,9.548
53,9.579
54,9.609
55,9.641
56,9.672
57,9.706
58,9.742
59,9.780
60,9.820
61,9.862
62,9.908
63,9.955
64,10.008
65,10.066
66,10.127
67,10.199
68,10.274
69,10.359
70,10.449
71,10.545
72,10.653
73,10.786
74,10.930
75,11.081
76,11.252
77,11.464
78,11.704
79,11.983
80,12.373
81,12.982
82,13.902
83,15.698
84,18.246
85,26.330
86,213.540
87,215.648
88,217.284
89,219.428
90,221.044
91,223.735
92,425.218
93,1014.634
94,1021.806
95,1027.042
96,1032.376
97,1037.651
98,1226.994
99,1250.630
100,6462.798
