Percentage served,Time in ms
0,13.231
1,17.523
2,18.322
3,18.902
4,19.265
5,19.536
6,19.730
7,19.882
8,20.018
9,20.139
10,20.247
11,20.344
12,20.439
13,20.528
14,20.608
15,20.675
16,20.740
17,20.800
18,20.855
19,20.911
20,20.959
21,21.006
22,21.053
23,21.095
24,21.134
25,21.176
26,21.215
27,21.254
28,21.293
29,21.329
30,21.370
31,21.409
32,21.447
33,21.485
34,21.523
35,21.563
36,21.604
37,21.646
38,21.689
39,21.733
40,21.779
41,21.826
42,21.874
43,21.928
44,21.982
45,22.035
46,22.090
47,22.149
48,22.206
49,22.269
50,22.335
51,22.401
52,22.473
53,22.545
54,22.629
55,22.713
56,22.802
57,22.897
58,23.001
59,23.114
60,23.239
61,23.375
62,23.533
63,23.735
64,23.969
65,24.257
66,24.577
67,24.888
68,25.211
69,25.549
70,25.918
71,26.272
72,26.603
73,26.964
74,27.341
75,27.787
76,28.303
77,28.786
78,29.389
79,30.046
80,30.690
81,31.331
82,32.084
83,32.819
84,33.523
85,34.353
86,35.207
87,36.083
88,37.192
89,38.340
90,39.692
91,41.430
92,43.984
93,48.595
94,53.071
95,232.405
96,237.016
97,248.537
98,461.948
99,1034.989
100,2258.228
