Percentage served,Time in ms
0,1.769
1,6.862
2,7.420
3,7.663
4,7.863
5,8.036
6,8.170
7,8.276
8,8.359
9,8.437
10,8.506
11,8.566
12,8.620
13,8.668
14,8.709
15,8.749
16,8.785
17,8.818
18,8.849
19,8.876
20,8.902
21,8.925
22,8.950
23,8.974
24,8.998
25,9.022
26,9.045
27,9.069
28,9.093
29,9.115
30,9.137
31,9.158
32,9.179
33,9.199
34,9.218
35,9.238
36,9.259
37,9.280
38,9.300
39,9.322
40,9.343
41,9.364
42,9.387
43,9.409
44,9.432
45,9.456
46,9.480
47,9.503
48,9.528
49,9.551
50,9.578
51,9.604
52,9.631
53,9.660
54,9.690
55,9.721
56,9.754
57,9.789
58,9.822
59,9.860
60,9.903
61,9.947
62,9.992
63,10.046
64,10.100
65,10.159
66,10.223
67,10.294
68,10.373
69,10.462
70,10.559
71,10.655
72,10.773
73,10.911
74,11.068
75,11.247
76,11.428
77,11.644
78,11.904
79,12.234
80,12.659
81,13.263
82,14.211
83,15.356
84,17.030
85,20.095
86,35.374
87,214.811
88,216.569
89,218.632
90,220.600
91,223.645
92,431.601
93,1014.660
94,1021.875
95,1027.025
96,1032.398
97,1037.430
98,1228.790
99,1254.182
100,6252.013
