Percentage served,Time in ms
0,1.172
1,1.441
2,1.477
3,1.504
4,1.526
5,1.548
6,1.569
7,1.592
8,1.618
9,1.643
10,1.670
11,1.700
12,1.734
13,1.773
14,1.820
15,1.877
16,1.957
17,2.069
18,2.223
19,2.465
20,2.871
21,3.521
22,4.328
23,5.170
24,6.194
25,7.388
26,8.864
27,10.276
28,12.097
29,13.881
30,15.165
31,16.746
32,18.391
33,20.310
34,22.357
35,24.362
36,26.392
37,28.582
38,30.641
39,32.759
40,34.956
41,37.815
42,40.396
43,42.973
44,45.564
45,47.863
46,50.262
47,53.297
48,56.410
49,59.634
50,62.755
51,65.793
52,68.669
53,70.676
54,72.719
55,75.280
56,78.159
57,81.240
58,84.298
59,87.565
60,90.972
61,93.970
62,97.517
63,101.568
64,106.289
65,111.323
66,115.777
67,119.454
68,123.753
69,127.930
70,134.882
71,141.917
72,147.843
73,154.593
74,163.297
75,170.443
76,173.584
77,176.001
78,177.922
79,179.520
80,181.022
81,182.249
82,183.342
83,184.413
84,185.597
85,186.832
86,189.177
87,192.337
88,196.093
89,200.122
90,203.492
91,208.897
92,212.361
93,215.855
94,223.699
95,256.178
96,1023.653
97,1050.196
98,1122.887
99,1343.060
100,6010.514
