Percentage served,Time in ms
0,1.168
1,1.405
2,1.440
3,1.465
4,1.486
5,1.506
6,1.524
7,1.541
8,1.560
9,1.581
10,1.604
11,1.634
12,1.674
13,1.728
14,1.807
15,1.924
16,2.079
17,2.357
18,2.720
19,3.184
20,3.922
21,4.452
22,5.288
23,6.322
24,7.748
25,9.409
26,11.302
27,13.326
28,15.658
29,17.567
30,19.399
31,21.111
32,23.299
33,26.194
34,29.274
35,31.670
36,34.228
37,36.947
38,39.867
39,42.950
40,46.052
41,48.862
42,52.025
43,54.703
44,58.435
45,62.725
46,67.352
47,71.178
48,74.987
49,79.326
50,82.627
51,87.469
52,94.477
53,100.872
54,105.549
55,109.721
56,115.596
57,122.255
58,128.544
59,135.296
60,139.818
61,144.080
62,148.291
63,153.823
64,157.553
65,161.834
66,168.308
67,173.861
68,177.167
69,178.694
70,179.625
71,180.335
72,180.895
73,181.480
74,182.073
75,182.620
76,183.159
77,183.767
78,184.398
79,185.085
80,185.786
81,186.545
82,187.228
83,187.866
84,188.601
85,189.788
86,191.462
87,193.835
88,197.524
89,203.036
90,209.175
91,215.037
92,265.540
93,1008.640
94,1053.156
95,1195.192
96,1452.767
97,2692.677
98,3031.622
99,5115.380
100,16412.828
