KiB 1537124 avail Mem
KiB used, 350640 buff/cache
712 0.0 0.3 1:07.71
712 0.0 0.3 1:07.71
712 0.0 0.3 1:07.71
712 0.0 0.3 1:07.72
712 0.0 0.3 1:07.73
712 0.0 0.3 1:07.74
712 0.0 0.3 1:07.74
712 0.0 0.3 1:07.74
712 5.6 0.3 1:07.76
712 0.0 0.3 1:07.77
712 0.0 0.3 1:07.77
712 0.0 0.3 1:07.77
712 0.0 0.3 1:07.77
712 0.0 0.3 1:07.77
712 0.0 0.3 1:07.77
712 0.0 0.3 1:07.77
712 0.0 0.3 1:07.77
712 0.0 0.3 1:07.77
712 5.6 0.3 1:07.78
712 0.0 0.3 1:07.78
712 0.0 0.3 1:07.78
712 0.0 0.3 1:07.79
712 0.0 0.3 1:07.79
712 0.0 0.3 1:07.79
712 0.0 0.3 1:07.80
712 5.3 0.3 1:07.81
712 0.0 0.3 1:07.81
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.83
712 0.0 0.3 1:07.85
712 0.0 0.3 1:07.85
712 0.0 0.3 1:07.86
712 11.1 0.3 1:07.88
712 11.1 0.3 1:07.90
712 0.0 0.3 1:07.90
712 0.0 0.3 1:07.90
712 0.0 0.3 1:07.90
712 0.0 0.3 1:07.90
712 0.0 0.3 1:07.90
712 0.0 0.3 1:07.90
712 0.0 0.3 1:07.90
712 0.0 0.3 1:07.90
712 0.0 0.3 1:07.90
712 0.0 0.3 1:07.90
712 0.0 0.3 1:07.90
712 0.0 0.3 1:07.91
712 0.0 0.3 1:07.91
712 5.9 0.3 1:07.92
712 0.0 0.3 1:07.92
712 0.0 0.3 1:07.93
712 0.0 0.3 1:07.93
KiB 1537128 avail Mem
712 0.0 0.3 1:07.95
712 0.0 0.3 1:07.95
712 0.0 0.3 1:07.95
712 0.0 0.3 1:07.95
712 0.0 0.3 1:07.95
712 0.0 0.3 1:07.95
712 0.0 0.3 1:07.95
712 0.0 0.3 1:07.96
712 0.0 0.3 1:07.96
712 0.0 0.3 1:07.96
712 0.0 0.3 1:07.97
712 0.0 0.3 1:07.97
712 0.0 0.3 1:07.97
712 0.0 0.3 1:07.98
712 0.0 0.3 1:08.01
712 0.0 0.3 1:08.01
712 0.0 0.3 1:08.01
712 0.0 0.3 1:08.04
712 0.0 0.3 1:08.06
712 0.0 0.3 1:08.06
712 0.0 0.3 1:08.06
712 0.0 0.3 1:08.06
712 0.0 0.3 1:08.06
712 0.0 0.3 1:08.06
712 0.0 0.3 1:08.06
712 0.0 0.3 1:08.06
712 0.0 0.3 1:08.06
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
712 0.0 0.3 1:08.07
