KiB 1537124 avail Mem
27122 15.8 0.2 0:00.03
712 0.0 0.3 1:07.36
KiB used, 347124 buff/cache
KiB used, 347124 buff/cache
712 0.0 0.3 1:07.36
712 0.0 0.3 1:07.36
KiB used, 347124 buff/cache
712 0.0 0.3 1:07.36
712 0.0 0.3 1:07.36
712 0.0 0.3 1:07.36
712 0.0 0.3 1:07.36
712 0.0 0.3 1:07.36
712 0.0 0.3 1:07.36
712 0.0 0.3 1:07.37
712 0.0 0.3 1:07.37
712 0.0 0.3 1:07.37
712 0.0 0.3 1:07.37
712 0.0 0.3 1:07.37
712 5.0 0.3 1:07.41
712 5.6 0.3 1:07.43
712 0.0 0.3 1:07.43
712 0.0 0.3 1:07.43
712 0.0 0.3 1:07.43
712 0.0 0.3 1:07.43
712 0.0 0.3 1:07.43
712 0.0 0.3 1:07.43
KiB used, 347208 buff/cache
712 0.0 0.3 1:07.43
712 0.0 0.3 1:07.43
712 0.0 0.3 1:07.43
712 0.0 0.3 1:07.43
712 0.0 0.3 1:07.43
712 0.0 0.3 1:07.43
712 0.0 0.3 1:07.43
712 5.6 0.3 1:07.44
712 0.0 0.3 1:07.44
712 0.0 0.3 1:07.46
712 0.0 0.3 1:07.48
712 0.0 0.3 1:07.48
712 0.0 0.3 1:07.48
712 0.0 0.3 1:07.48
712 0.0 0.3 1:07.48
712 0.0 0.3 1:07.48
712 0.0 0.3 1:07.48
712 0.0 0.3 1:07.48
712 0.0 0.3 1:07.48
712 0.0 0.3 1:07.49
712 0.0 0.3 1:07.49
712 0.0 0.3 1:07.49
712 0.0 0.3 1:07.49
712 0.0 0.3 1:07.49
712 0.0 0.3 1:07.49
712 0.0 0.3 1:07.51
712 0.0 0.3 1:07.51
712 0.0 0.3 1:07.51
712 5.3 0.3 1:07.54
712 0.0 0.3 1:07.55
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.56
712 0.0 0.3 1:07.58
712 0.0 0.3 1:07.58
712 0.0 0.3 1:07.58
712 0.0 0.3 1:07.60
712 0.0 0.3 1:07.62
712 0.0 0.3 1:07.63
712 0.0 0.3 1:07.63
712 0.0 0.3 1:07.63
712 0.0 0.3 1:07.63
712 0.0 0.3 1:07.63
712 0.0 0.3 1:07.63
712 0.0 0.3 1:07.63
712 0.0 0.3 1:07.63
712 0.0 0.3 1:07.63
712 0.0 0.3 1:07.63
KiB 1537120 avail Mem
712 0.0 0.3 1:07.64
712 0.0 0.3 1:07.64
712 0.0 0.3 1:07.65
712 0.0 0.3 1:07.65
712 0.0 0.3 1:07.65
712 0.0 0.3 1:07.68
712 0.0 0.3 1:07.70
712 0.0 0.3 1:07.70
712 0.0 0.3 1:07.70
712 0.0 0.3 1:07.70
712 0.0 0.3 1:07.70
712 0.0 0.3 1:07.70
KiB used, 350636 buff/cache
712 0.0 0.3 1:07.70
712 0.0 0.3 1:07.70
