Percentage served,Time in ms
0,1.521
1,2.057
2,2.224
3,2.346
4,2.454
5,2.586
6,2.735
7,2.893
8,3.072
9,3.289
10,3.671
11,4.497
12,6.462
13,9.994
14,13.443
15,16.556
16,19.731
17,22.766
18,25.371
19,27.709
20,29.864
21,32.164
22,34.723
23,37.404
24,40.081
25,42.620
26,44.956
27,47.435
28,49.837
29,52.360
30,54.865
31,57.017
32,59.726
33,62.442
34,64.642
35,66.883
36,69.021
37,71.206
38,73.250
39,74.966
40,76.914
41,78.831
42,80.648
43,82.220
44,83.659
45,85.141
46,86.624
47,88.022
48,89.477
49,91.126
50,92.679
51,94.445
52,96.288
53,98.030
54,99.616
55,101.289
56,102.970
57,104.528
58,105.996
59,107.593
60,109.192
61,110.919
62,112.553
63,114.385
64,116.455
65,118.837
66,121.158
67,123.256
68,125.695
69,128.289
70,130.574
71,132.616
72,134.778
73,137.281
74,139.997
75,143.001
76,146.693
77,150.449
78,155.438
79,161.522
80,171.211
81,182.411
82,194.927
83,204.896
84,215.420
85,225.933
86,237.177
87,248.061
88,257.313
89,272.836
90,289.306
91,296.475
92,300.681
93,312.587
94,325.030
95,343.854
96,584.485
97,1106.686
98,1251.099
99,1389.468
100,6490.349
