Percentage served,Time in ms
0,1.259
1,2.748
2,6.954
3,15.168
4,20.738
5,21.708
6,22.250
7,22.610
8,22.895
9,23.169
10,23.412
11,23.619
12,23.822
13,24.004
14,24.180
15,24.363
16,24.540
17,24.712
18,24.895
19,25.081
20,25.263
21,25.433
22,25.619
23,25.800
24,25.982
25,26.154
26,26.354
27,26.555
28,26.745
29,26.962
30,27.186
31,27.409
32,27.639
33,27.876
34,28.110
35,28.344
36,28.606
37,28.875
38,29.154
39,29.430
40,29.728
41,30.018
42,30.331
43,30.660
44,30.977
45,31.322
46,31.646
47,31.991
48,32.377
49,32.765
50,33.175
51,33.610
52,34.067
53,34.564
54,35.082
55,35.604
56,36.189
57,36.818
58,37.494
59,38.167
60,38.931
61,39.737
62,40.582
63,41.546
64,42.636
65,43.809
66,45.145
67,46.573
68,48.250
69,50.082
70,52.106
71,54.170
72,56.438
73,58.854
74,61.511
75,64.207
76,67.132
77,70.228
78,72.945
79,75.610
80,78.404
81,81.272
82,84.331
83,88.200
84,92.215
85,97.161
86,105.854
87,122.756
88,193.098
89,243.187
90,250.263
91,259.429
92,275.736
93,476.058
94,1031.778
95,1045.290
96,1055.059
97,1067.860
98,1091.657
99,1123.350
100,3154.244
