Percentage served,Time in ms
0,6.707
1,7.697
2,7.875
3,7.975
4,8.043
5,8.095
6,8.137
7,8.173
8,8.206
9,8.237
10,8.265
11,8.292
12,8.319
13,8.345
14,8.371
15,8.396
16,8.420
17,8.443
18,8.470
19,8.495
20,8.522
21,8.550
22,8.578
23,8.609
24,8.642
25,8.681
26,8.723
27,8.765
28,8.812
29,8.866
30,8.920
31,8.988
32,9.067
33,9.147
34,9.241
35,9.349
36,9.463
37,9.591
38,9.735
39,9.901
40,10.090
41,10.294
42,10.525
43,10.795
44,11.117
45,11.507
46,11.969
47,12.541
48,13.266
49,14.156
50,15.247
51,16.571
52,18.548
53,21.143
54,24.642
55,29.050
56,34.945
57,42.682
58,54.942
59,107.762
60,269.831
61,401.002
62,541.734
63,651.013
64,777.257
65,893.336
66,988.994
67,1047.179
68,1083.166
69,1119.991
70,1168.195
71,1206.546
72,1237.806
73,1269.458
74,1293.764
75,1313.843
76,1336.431
77,1361.802
78,1389.294
79,1421.013
80,1446.371
81,1478.944
82,1537.400
83,1656.858
84,1765.215
85,1935.335
86,2148.292
87,2389.363
88,2634.451
89,2928.104
90,3244.195
91,3618.169
92,4085.931
93,4650.156
94,5383.580
95,6274.319
96,7473.608
97,9183.894
98,12288.231
99,20943.097
100,101918.203
