Percentage served,Time in ms
0,0.974
1,1.681
2,1.931
3,2.224
4,2.623
5,3.127
6,3.685
7,4.370
8,5.117
9,6.053
10,6.978
11,7.877
12,8.721
13,9.544
14,10.477
15,11.394
16,12.339
17,13.219
18,14.025
19,14.812
20,15.586
21,16.308
22,17.015
23,17.689
24,18.359
25,19.029
26,19.675
27,20.331
28,21.062
29,21.851
30,22.647
31,23.436
32,24.225
33,25.023
34,25.786
35,26.596
36,27.348
37,28.085
38,28.893
39,29.705
40,30.450
41,31.175
42,31.873
43,32.534
44,33.208
45,33.920
46,34.697
47,35.512
48,36.319
49,37.096
50,37.914
51,38.678
52,39.416
53,40.112
54,40.817
55,41.580
56,42.344
57,43.022
58,43.704
59,44.345
60,45.018
61,45.660
62,46.357
63,47.090
64,47.894
65,48.759
66,49.601
67,50.396
68,51.182
69,51.923
70,52.719
71,53.557
72,54.417
73,55.280
74,56.226
75,57.127
76,58.126
77,59.179
78,60.343
79,61.623
80,62.754
81,64.010
82,65.368
83,66.727
84,68.226
85,69.924
86,71.684
87,73.690
88,76.160
89,79.563
90,83.970
91,89.416
92,97.722
93,110.027
94,231.125
95,271.563
96,605.229
97,1042.892
98,1072.529
99,1107.397
100,3159.077
