Percentage served,Time in ms
0,0.994
1,1.762
2,2.058
3,2.398
4,2.822
5,3.261
6,3.801
7,4.491
8,5.377
9,6.300
10,7.369
11,8.715
12,10.393
13,12.121
14,13.684
15,15.023
16,16.279
17,17.605
18,18.916
19,20.405
20,21.838
21,23.274
22,24.739
23,26.171
24,27.415
25,28.857
26,30.423
27,32.134
28,34.000
29,35.618
30,37.167
31,38.568
32,39.860
33,40.968
34,41.874
35,42.790
36,43.719
37,44.636
38,45.506
39,46.368
40,47.304
41,48.178
42,48.986
43,49.682
44,50.308
45,50.911
46,51.499
47,52.044
48,52.525
49,53.048
50,53.585
51,54.118
52,54.636
53,55.180
54,55.732
55,56.294
56,56.880
57,57.485
58,58.105
59,58.744
60,59.410
61,60.106
62,60.830
63,61.505
64,62.287
65,63.085
66,63.968
67,64.814
68,65.725
69,66.723
70,67.675
71,68.752
72,69.820
73,70.987
74,72.205
75,73.482
76,74.798
77,76.336
78,77.985
79,79.905
80,82.070
81,84.320
82,86.817
83,89.664
84,93.125
85,97.587
86,103.847
87,118.482
88,144.790
89,240.357
90,258.926
91,272.088
92,341.221
93,847.619
94,1035.540
95,1062.548
96,1078.540
97,1095.954
98,1164.277
99,1508.913
100,8039.122
