Percentage served,Time in ms
0,0.905
1,1.412
2,1.560
3,1.666
4,1.758
5,1.859
6,1.980
7,2.130
8,2.331
9,2.621
10,3.014
11,3.504
12,4.168
13,5.122
14,6.302
15,7.623
16,8.901
17,10.411
18,12.201
19,14.362
20,16.618
21,18.824
22,20.553
23,22.180
24,24.066
25,26.205
26,28.118
27,29.829
28,31.402
29,33.083
30,34.773
31,36.522
32,37.977
33,39.376
34,40.518
35,41.584
36,42.698
37,43.775
38,44.771
39,45.720
40,46.606
41,47.427
42,48.246
43,49.031
44,49.787
45,50.504
46,51.229
47,51.921
48,52.614
49,53.311
50,54.005
51,54.741
52,55.470
53,56.201
54,56.943
55,57.694
56,58.494
57,59.293
58,60.111
59,60.954
60,61.963
61,63.078
62,64.223
63,65.254
64,66.300
65,67.266
66,68.313
67,69.432
68,70.595
69,71.714
70,72.835
71,74.022
72,75.344
73,76.786
74,78.593
75,80.468
76,82.468
77,84.499
78,87.201
79,90.663
80,94.721
81,99.502
82,105.923
83,115.382
84,127.501
85,179.948
86,255.397
87,270.738
88,290.551
89,378.412
90,529.303
91,1018.831
92,1056.441
93,1073.107
94,1085.863
95,1104.999
96,1278.719
97,1755.884
98,3090.508
99,4490.571
100,30979.114
