Percentage served,Time in ms
0,0.983
1,1.584
2,1.765
3,1.920
4,2.081
5,2.243
6,2.424
7,2.616
8,2.837
9,3.074
10,3.322
11,3.586
12,3.877
13,4.187
14,4.521
15,4.853
16,5.222
17,5.597
18,6.034
19,6.484
20,6.997
21,7.544
22,8.169
23,8.812
24,9.508
25,10.235
26,10.958
27,11.706
28,12.491
29,13.253
30,14.084
31,15.005
32,16.003
33,17.085
34,18.267
35,19.685
36,21.402
37,24.252
38,26.865
39,29.290
40,31.783
41,34.482
42,37.250
43,39.237
44,40.816
45,42.407
46,44.249
47,45.943
48,47.485
49,48.844
50,50.174
51,51.345
52,52.474
53,53.626
54,54.601
55,55.473
56,56.323
57,57.278
58,58.166
59,59.180
60,60.185
61,61.349
62,62.585
63,63.960
64,65.480
65,66.972
66,68.685
67,70.213
68,71.852
69,73.432
70,75.022
71,76.786
72,78.598
73,80.895
74,83.255
75,85.452
76,87.748
77,90.747
78,94.498
79,99.935
80,106.410
81,114.079
82,120.632
83,133.829
84,153.785
85,215.043
86,261.294
87,277.121
88,303.433
89,416.399
90,533.404
91,960.757
92,1066.462
93,1083.667
94,1101.343
95,1143.493
96,1301.591
97,1653.889
98,3033.929
99,3285.105
100,19250.573
