Percentage served,Time in ms
0,0.932
1,2.653
2,3.835
3,5.147
4,6.552
5,7.855
6,8.906
7,9.894
8,10.842
9,11.697
10,12.468
11,13.176
12,13.757
13,14.357
14,14.977
15,15.584
16,16.152
17,16.629
18,17.070
19,17.516
20,17.975
21,18.474
22,18.983
23,19.515
24,20.041
25,20.599
26,21.184
27,21.841
28,22.438
29,23.050
30,23.638
31,24.225
32,24.780
33,25.301
34,25.854
35,26.448
36,27.030
37,27.596
38,28.123
39,28.679
40,29.278
41,29.902
42,30.558
43,31.171
44,31.821
45,32.469
46,33.167
47,33.886
48,34.568
49,35.235
50,35.880
51,36.549
52,37.250
53,37.971
54,38.632
55,39.373
56,40.118
57,40.893
58,41.688
59,42.447
60,43.231
61,43.949
62,44.709
63,45.504
64,46.330
65,47.125
66,47.870
67,48.666
68,49.452
69,50.224
70,50.954
71,51.728
72,52.449
73,53.187
74,53.897
75,54.676
76,55.484
77,56.335
78,57.278
79,58.314
80,59.393
81,60.707
82,62.047
83,63.478
84,64.890
85,66.203
86,67.566
87,69.075
88,70.783
89,72.659
90,74.681
91,77.116
92,79.632
93,82.835
94,86.675
95,93.123
96,109.729
97,248.151
98,1018.402
99,1070.047
100,3077.216
