KiB used, 257868 buff/cache
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
748 11.1 0.4 0:03.38
748 5.6 0.4 0:03.39
748 5.0 0.4 0:03.41
748 5.6 0.4 0:03.43
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
748 5.3 0.4 0:03.48
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
748 5.6 0.4 0:03.54
748 5.6 0.4 0:03.56
748 5.0 0.4 0:03.58
KiB used, 258140 buff/cache
748 5.3 0.4 0:03.62
748 5.6 0.4 0:03.64
748 5.6 0.4 0:03.66
748 5.6 0.4 0:03.68
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
748 5.3 0.4 0:03.81
748 11.1 0.4 0:03.84
514 0.0 0.5 0:00.16
748 5.3 0.4 0:03.87
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
748 5.6 0.4 0:03.94
748 5.6 0.4 0:03.96
514 0.0 0.5 0:00.16
748 5.6 0.4 0:04.01
514 0.0 0.5 0:00.16
748 5.6 0.4 0:04.05
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
748 5.6 0.4 0:04.11
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
748 5.6 0.4 0:04.22
514 0.0 0.5 0:00.16
748 5.6 0.4 0:04.26
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
KiB used, 258656 buff/cache
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
748 5.3 0.4 0:04.48
748 5.6 0.4 0:04.50
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
748 11.1 0.4 0:04.62
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
748 5.3 0.4 0:04.66
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
748 5.3 0.4 0:04.72
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
514 0.0 0.5 0:00.16
