KiB used, 489920 buff/cache
719 0.0 0.4 0:38.52
719 5.3 0.4 0:38.55
719 5.3 0.4 0:38.57
KiB used, 490036 buff/cache
719 5.3 0.4 0:38.61
719 0.0 0.4 0:38.63
719 0.0 0.4 0:38.66
719 0.0 0.4 0:38.68
719 5.3 0.4 0:38.71
719 5.6 0.4 0:38.74
719 0.0 0.4 0:38.76
719 0.0 0.4 0:38.79
719 0.0 0.4 0:38.81
719 0.0 0.4 0:38.83
719 5.6 0.4 0:38.86
719 0.0 0.4 0:38.88
719 0.0 0.4 0:38.91
719 0.0 0.4 0:38.94
719 0.0 0.4 0:38.96
KiB used, 490260 buff/cache
719 0.0 0.4 0:39.01
719 0.0 0.4 0:39.03
719 0.0 0.4 0:39.05
719 5.3 0.4 0:39.07
719 0.0 0.4 0:39.10
719 0.0 0.4 0:39.12
719 0.0 0.4 0:39.14
719 0.0 0.4 0:39.16
719 0.0 0.4 0:39.18
719 0.0 0.4 0:39.21
719 0.0 0.4 0:39.23
719 5.6 0.4 0:39.26
719 0.0 0.4 0:39.28
719 0.0 0.4 0:39.31
719 0.0 0.4 0:39.34
719 5.6 0.4 0:39.37
719 0.0 0.4 0:39.39
719 0.0 0.4 0:39.41
719 5.3 0.4 0:39.44
719 5.0 0.4 0:39.47
719 0.0 0.4 0:39.49
719 0.0 0.4 0:39.51
719 5.3 0.4 0:39.54
719 5.3 0.4 0:39.57
719 5.6 0.4 0:39.60
719 0.0 0.4 0:39.62
719 5.0 0.4 0:39.65
719 5.9 0.4 0:39.67
719 0.0 0.4 0:39.70
719 5.3 0.4 0:39.72
719 0.0 0.4 0:39.74
719 5.6 0.4 0:39.77
719 0.0 0.4 0:39.79
719 5.0 0.4 0:39.82
719 5.6 0.4 0:39.84
719 0.0 0.4 0:39.86
719 0.0 0.4 0:39.88
719 0.0 0.4 0:39.90
719 0.0 0.4 0:39.92
719 5.3 0.4 0:39.95
719 5.6 0.4 0:39.97
719 0.0 0.4 0:39.99
719 0.0 0.4 0:40.02
719 5.6 0.4 0:40.05
719 5.6 0.4 0:40.08
719 5.6 0.4 0:40.10
719 5.6 0.4 0:40.12
719 0.0 0.4 0:40.14
719 0.0 0.4 0:40.17
719 5.6 0.4 0:40.19
719 0.0 0.4 0:40.21
719 5.6 0.4 0:40.24
719 11.1 0.4 0:40.28
719 0.0 0.4 0:40.29
719 5.6 0.4 0:40.32
719 5.6 0.4 0:40.34
719 0.0 0.4 0:40.36
719 0.0 0.4 0:40.38
719 0.0 0.4 0:40.40
719 0.0 0.4 0:40.40
719 0.0 0.4 0:40.40
KiB used, 491140 buff/cache
719 0.0 0.4 0:40.40
719 0.0 0.4 0:40.40
719 0.0 0.4 0:40.40
